ccdc_id,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-2-all,mc-I-3-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all
RIZSOI,3.348900,33.379200,55.998000,83.338200,676.000000,1092.000000,1872.000000,2860.000000,12.000000,18.000000,108.000000,216.000000,264.000000,1.562500,5.625000,11.550000,15.900000,352.257700,843.822400,1569.860400,2214.235200,2560.000000,6004.000000,10638.000000,14532.000000,55.000000,128.000000,230.000000,332.000000,358.000000,996.000000,1782.000000,2456.000000,25.962100,69.832800,123.688600,170.972400,-7.260000,-8.640000,-12.600000,114.000000,240.000000,358.000000,18.000000,36.000000,64.000000,3.000000,5.760000,9.780000
RONPIT26,3.348900,33.379200,46.665000,62.878800,676.000000,1092.000000,1560.000000,2184.000000,10.000000,14.000000,96.000000,168.000000,180.000000,1.562500,5.625000,9.625000,12.100000,454.726300,1030.454400,1797.162800,2512.823600,2878.000000,6336.000000,9894.000000,12848.000000,75.000000,164.000000,278.000000,400.000000,442.000000,1176.000000,1900.000000,2392.000000,33.381700,84.584800,137.069800,182.179600,-7.260000,-7.200000,-8.740000,114.000000,200.000000,280.000000,20.000000,32.000000,54.000000,3.000000,4.800000,7.820000
RONPIT34,3.348900,33.379200,46.665000,62.878800,676.000000,1092.000000,1560.000000,2184.000000,10.000000,14.000000,96.000000,168.000000,180.000000,1.562500,5.625000,9.625000,12.100000,454.726300,1030.454400,1797.162800,2512.823600,2878.000000,6336.000000,9894.000000,12848.000000,75.000000,164.000000,278.000000,400.000000,442.000000,1176.000000,1900.000000,2392.000000,33.381700,84.584800,137.069800,182.179600,-7.260000,-7.200000,-8.740000,114.000000,200.000000,280.000000,20.000000,32.000000,54.000000,3.000000,4.800000,7.820000
RONPIT39,3.348900,33.379200,46.665000,62.878800,676.000000,1092.000000,1560.000000,2184.000000,10.000000,14.000000,96.000000,168.000000,180.000000,1.562500,5.625000,9.625000,12.100000,454.726300,1030.454400,1797.162800,2512.823600,2878.000000,6336.000000,9894.000000,12848.000000,75.000000,164.000000,278.000000,400.000000,442.000000,1176.000000,1900.000000,2392.000000,33.381700,84.584800,137.069800,182.179600,-7.260000,-7.200000,-8.740000,114.000000,200.000000,280.000000,20.000000,32.000000,54.000000,3.000000,4.800000,7.820000
RONPIT41,3.348900,33.379200,46.665000,62.878800,676.000000,1092.000000,1560.000000,2184.000000,10.000000,14.000000,96.000000,168.000000,180.000000,1.562500,5.625000,9.625000,12.100000,454.726300,1030.454400,1797.162800,2512.823600,2878.000000,6336.000000,9894.000000,12848.000000,75.000000,164.000000,278.000000,400.000000,442.000000,1176.000000,1900.000000,2392.000000,33.381700,84.584800,137.069800,182.179600,-7.260000,-7.200000,-8.740000,114.000000,200.000000,280.000000,20.000000,32.000000,54.000000,3.000000,4.800000,7.820000
RUCJEF,3.348900,33.379200,55.998000,89.487000,676.000000,1092.000000,1872.000000,2340.000000,12.000000,20.000000,108.000000,216.000000,300.000000,1.562500,5.625000,11.550000,16.250000,505.266700,1194.062400,2172.928000,3222.230000,2612.000000,6792.000000,11758.000000,16376.000000,83.000000,188.000000,334.000000,504.000000,522.000000,1440.000000,2506.000000,3584.000000,35.345100,95.395600,165.705400,238.664800,-7.260000,-8.640000,-12.300000,114.000000,240.000000,430.000000,18.000000,36.000000,70.000000,3.000000,5.760000,12.000000
SIXJUE,3.348900,33.379200,61.378200,55.998000,676.000000,1092.000000,2028.000000,1872.000000,12.000000,12.000000,108.000000,180.000000,216.000000,1.562500,5.625000,11.400000,11.550000,357.428100,838.770600,1516.070400,2231.967000,2146.000000,5508.000000,9786.000000,12360.000000,55.000000,126.000000,222.000000,318.000000,348.000000,954.000000,1626.000000,2118.000000,25.006300,67.018200,116.093400,157.027800,-7.260000,-11.580000,-8.640000,114.000000,234.000000,240.000000,18.000000,42.000000,36.000000,3.000000,5.880000,5.760000
SOJKUY,3.348900,33.379200,59.584800,72.102000,676.000000,1092.000000,1976.000000,1976.000000,12.000000,16.000000,108.000000,216.000000,240.000000,1.562500,5.625000,11.450000,13.400000,325.939900,797.423200,1511.797600,2131.488000,1976.000000,5248.000000,9662.000000,11800.000000,51.000000,120.000000,222.000000,316.000000,342.000000,972.000000,1782.000000,2316.000000,22.695500,63.523200,116.225400,154.266000,-7.260000,-10.600000,-10.120000,114.000000,236.000000,340.000000,18.000000,36.000000,56.000000,3.000000,5.840000,9.280000
TEKHAU,3.348900,33.379200,51.331500,79.623300,676.000000,1092.000000,1716.000000,2418.000000,11.000000,18.000000,102.000000,204.000000,234.000000,1.562500,5.625000,10.587500,14.450000,337.828800,766.988400,1484.576800,2205.485600,2334.000000,5076.000000,8576.000000,12038.000000,56.000000,122.000000,230.000000,346.000000,352.000000,972.000000,1710.000000,2392.000000,23.940600,62.116200,108.747800,160.606200,-7.260000,-7.920000,-10.570000,114.000000,220.000000,375.000000,19.000000,32.000000,69.000000,3.000000,5.280000,10.940000
TEKHEY,3.348900,33.379200,55.998000,93.805800,676.000000,1092.000000,1872.000000,2132.000000,12.000000,22.000000,108.000000,240.000000,216.000000,1.562500,5.625000,11.550000,14.800000,328.001300,739.907400,1474.618800,2226.151600,2228.000000,4824.000000,8506.000000,11444.000000,55.000000,118.000000,230.000000,352.000000,348.000000,972.000000,1774.000000,2500.000000,22.435700,58.481800,105.205000,160.976400,-7.260000,-8.640000,-11.000000,114.000000,240.000000,490.000000,18.000000,32.000000,96.000000,3.000000,5.760000,15.660000
TEKHIC,3.348900,33.379200,55.998000,92.524800,676.000000,1092.000000,1872.000000,1872.000000,12.000000,22.000000,108.000000,240.000000,180.000000,1.562500,5.625000,11.550000,13.800000,295.636300,669.017400,1341.392800,2065.793600,2152.000000,4632.000000,8162.000000,10508.000000,49.000000,106.000000,206.000000,328.000000,312.000000,888.000000,1654.000000,2272.000000,20.702300,53.831000,97.711400,149.171600,-7.260000,-8.640000,-10.300000,114.000000,240.000000,500.000000,18.000000,32.000000,102.000000,3.000000,5.760000,16.460000
TEKHOI,3.348900,33.379200,51.331500,77.701800,676.000000,1092.000000,1716.000000,2028.000000,11.000000,18.000000,102.000000,210.000000,192.000000,1.562500,5.625000,10.587500,12.950000,302.138800,679.523400,1337.126800,1962.128600,2188.000000,4692.000000,7934.000000,10460.000000,50.000000,108.000000,206.000000,308.000000,314.000000,870.000000,1550.000000,2096.000000,21.295200,55.047600,96.999400,141.654000,-7.260000,-7.920000,-9.520000,114.000000,220.000000,390.000000,19.000000,31.000000,76.000000,3.000000,5.280000,12.140000
TEKHUO,3.348900,33.379200,51.331500,79.495200,676.000000,1092.000000,1716.000000,2080.000000,11.000000,18.000000,102.000000,210.000000,180.000000,1.562500,5.625000,10.587500,12.900000,362.667000,813.857400,1577.865400,2216.449400,2364.000000,5124.000000,8528.000000,11392.000000,60.000000,128.000000,242.000000,348.000000,370.000000,1002.000000,1732.000000,2332.000000,24.427400,63.024800,108.877400,157.658800,-7.260000,-7.920000,-10.500000,114.000000,220.000000,388.000000,19.000000,31.000000,78.000000,3.000000,5.280000,12.180000
TESLUY,3.348900,33.379200,55.998000,76.969800,676.000000,1092.000000,1872.000000,2340.000000,12.000000,16.000000,108.000000,216.000000,264.000000,1.562500,5.625000,11.550000,14.300000,429.684900,1038.656800,1973.686800,2704.924000,2344.000000,6220.000000,11214.000000,14920.000000,69.000000,160.000000,298.000000,408.000000,458.000000,1260.000000,2222.000000,3064.000000,29.719700,82.307200,147.834600,203.316000,-7.260000,-8.640000,-12.780000,114.000000,240.000000,326.000000,18.000000,36.000000,52.000000,3.000000,5.760000,8.560000
TESMAF,3.348900,33.379200,55.998000,76.969800,676.000000,1092.000000,1872.000000,2340.000000,12.000000,16.000000,108.000000,216.000000,264.000000,1.562500,5.625000,11.550000,14.300000,429.684900,1038.656800,1973.686800,2704.924000,2344.000000,6220.000000,11214.000000,14920.000000,69.000000,160.000000,298.000000,408.000000,458.000000,1260.000000,2222.000000,3064.000000,29.719700,82.307200,147.834600,203.316000,-7.260000,-8.640000,-12.780000,114.000000,240.000000,326.000000,18.000000,36.000000,52.000000,3.000000,5.760000,8.560000
TETXAR,3.348900,33.379200,55.998000,76.969800,676.000000,1092.000000,1872.000000,2340.000000,12.000000,16.000000,108.000000,216.000000,264.000000,1.562500,5.625000,11.550000,14.300000,397.319900,967.080800,1827.524800,2545.952000,2268.000000,6008.000000,10858.000000,14384.000000,63.000000,148.000000,274.000000,384.000000,422.000000,1176.000000,2114.000000,2884.000000,27.986300,77.688400,140.429800,192.903200,-7.260000,-8.640000,-12.780000,114.000000,240.000000,326.000000,18.000000,36.000000,52.000000,3.000000,5.760000,8.560000
TIHTAF,3.348900,33.379200,64.050000,87.437400,676.000000,1092.000000,1924.000000,1612.000000,14.000000,20.000000,120.000000,252.000000,216.000000,1.562500,5.625000,12.475000,13.200000,323.491700,774.796400,1537.175400,2330.206400,1812.000000,4832.000000,8840.000000,10426.000000,53.000000,120.000000,234.000000,366.000000,354.000000,1026.000000,1922.000000,2590.000000,21.206100,59.947200,112.396200,159.059800,-7.260000,-9.380000,-11.180000,114.000000,290.000000,458.000000,16.000000,42.000000,84.000000,3.000000,7.520000,14.440000
TIHTAF01,3.348900,33.379200,64.050000,87.437400,676.000000,1092.000000,1924.000000,1612.000000,14.000000,20.000000,120.000000,252.000000,216.000000,1.562500,5.625000,12.475000,13.200000,323.491700,774.796400,1537.175400,2330.206400,1812.000000,4832.000000,8840.000000,10426.000000,53.000000,120.000000,234.000000,366.000000,354.000000,1026.000000,1922.000000,2590.000000,21.206100,59.947200,112.396200,159.059800,-7.260000,-9.380000,-11.180000,114.000000,290.000000,458.000000,16.000000,42.000000,84.000000,3.000000,7.520000,14.440000
TISWIC,3.348900,33.379200,46.665000,70.930800,676.000000,1092.000000,1560.000000,2236.000000,10.000000,16.000000,96.000000,168.000000,192.000000,1.562500,5.625000,9.625000,13.025000,362.962000,820.640400,1475.925800,2069.396800,2572.000000,5568.000000,8874.000000,12150.000000,58.000000,128.000000,222.000000,318.000000,350.000000,936.000000,1542.000000,2038.000000,26.889600,68.045200,112.637000,156.038200,-7.260000,-7.200000,-9.480000,114.000000,200.000000,330.000000,20.000000,32.000000,64.000000,3.000000,4.800000,9.580000
TISWIC01,3.348900,33.379200,46.665000,70.930800,676.000000,1092.000000,1560.000000,2236.000000,10.000000,16.000000,96.000000,168.000000,192.000000,1.562500,5.625000,9.625000,13.025000,362.962000,820.640400,1475.925800,2069.396800,2572.000000,5568.000000,8874.000000,12150.000000,58.000000,128.000000,222.000000,318.000000,350.000000,936.000000,1542.000000,2038.000000,26.889600,68.045200,112.637000,156.038200,-7.260000,-7.200000,-9.480000,114.000000,200.000000,330.000000,20.000000,32.000000,64.000000,3.000000,4.800000,9.580000
TULHEQ,3.348900,33.379200,59.584800,74.664000,676.000000,1092.000000,1976.000000,2496.000000,12.000000,16.000000,108.000000,216.000000,288.000000,1.562500,5.625000,11.450000,15.400000,865.694300,1995.415200,3583.414400,4935.804800,3720.000000,9432.000000,16110.000000,21512.000000,143.000000,312.000000,566.000000,772.000000,878.000000,2332.000000,3726.000000,4916.000000,55.114300,147.363200,248.250200,331.394800,-7.260000,-10.600000,-11.520000,114.000000,236.000000,320.000000,18.000000,36.000000,48.000000,3.000000,5.840000,7.680000
TULHIU,3.348900,33.379200,59.584800,74.664000,676.000000,1092.000000,1976.000000,2496.000000,12.000000,16.000000,108.000000,216.000000,288.000000,1.562500,5.625000,11.450000,15.400000,694.777500,1500.919200,2657.982400,3871.344000,3752.000000,8664.000000,15374.000000,20552.000000,95.000000,216.000000,374.000000,532.000000,590.000000,1612.000000,2766.000000,3620.000000,44.184700,114.345600,196.615000,264.817200,-7.260000,-10.600000,-11.520000,114.000000,236.000000,320.000000,18.000000,36.000000,48.000000,3.000000,5.840000,7.680000
TUNBIN,3.348900,33.379200,61.378200,90.914400,676.000000,1092.000000,2028.000000,2340.000000,12.000000,18.000000,108.000000,180.000000,216.000000,1.562500,5.625000,11.400000,14.025000,516.432300,1160.478000,2072.772000,2670.778800,2536.000000,6324.000000,10482.000000,12960.000000,79.000000,168.000000,306.000000,396.000000,474.000000,1236.000000,1842.000000,2208.000000,30.663100,79.917600,131.745000,167.778000,-7.260000,-11.580000,-16.740000,114.000000,234.000000,378.000000,18.000000,42.000000,72.000000,3.000000,5.880000,11.280000
UCIGUJ,3.348900,33.379200,55.998000,72.102000,676.000000,1092.000000,1872.000000,1976.000000,12.000000,16.000000,108.000000,216.000000,240.000000,1.562500,5.625000,11.550000,13.400000,407.910500,937.736400,1677.167600,2398.619200,3358.000000,7128.000000,12166.000000,16184.000000,63.000000,144.000000,250.000000,364.000000,394.000000,1092.000000,1954.000000,2656.000000,32.512300,82.244000,140.253000,194.556800,-7.260000,-8.640000,-10.120000,114.000000,240.000000,340.000000,18.000000,36.000000,56.000000,3.000000,5.760000,9.280000
UFIPIJ,3.348900,33.379200,46.665000,64.159800,676.000000,1092.000000,1560.000000,2444.000000,10.000000,14.000000,96.000000,168.000000,204.000000,1.562500,5.625000,9.625000,13.100000,450.524500,1018.010400,1772.274800,2461.376000,2902.000000,6360.000000,9942.000000,13524.000000,73.000000,160.000000,270.000000,384.000000,430.000000,1140.000000,1836.000000,2364.000000,33.047100,83.322000,134.544200,179.863600,-7.260000,-7.200000,-9.440000,114.000000,200.000000,270.000000,20.000000,32.000000,50.000000,3.000000,4.800000,7.020000
UFIPIJ01,3.348900,33.379200,46.665000,64.159800,676.000000,1092.000000,1560.000000,2444.000000,10.000000,14.000000,96.000000,168.000000,204.000000,1.562500,5.625000,9.625000,13.100000,450.524500,1018.010400,1772.274800,2461.376000,2902.000000,6360.000000,9942.000000,13524.000000,73.000000,160.000000,270.000000,384.000000,430.000000,1140.000000,1836.000000,2364.000000,33.047100,83.322000,134.544200,179.863600,-7.260000,-7.200000,-9.440000,114.000000,200.000000,270.000000,20.000000,32.000000,50.000000,3.000000,4.800000,7.020000
UJEDOC,3.348900,33.379200,59.584800,72.102000,676.000000,1092.000000,1976.000000,1976.000000,12.000000,16.000000,108.000000,216.000000,240.000000,1.562500,5.625000,11.450000,13.400000,325.939900,797.423200,1511.797600,2131.488000,1976.000000,5248.000000,9662.000000,11800.000000,51.000000,120.000000,222.000000,316.000000,342.000000,972.000000,1782.000000,2316.000000,22.695500,63.523200,116.225400,154.266000,-7.260000,-10.600000,-10.120000,114.000000,236.000000,340.000000,18.000000,36.000000,56.000000,3.000000,5.840000,9.280000
UJEDOC01,3.348900,33.379200,59.584800,72.102000,676.000000,1092.000000,1976.000000,1976.000000,12.000000,16.000000,108.000000,216.000000,240.000000,1.562500,5.625000,11.450000,13.400000,325.939900,797.423200,1511.797600,2131.488000,1976.000000,5248.000000,9662.000000,11800.000000,51.000000,120.000000,222.000000,316.000000,342.000000,972.000000,1782.000000,2316.000000,22.695500,63.523200,116.225400,154.266000,-7.260000,-10.600000,-10.120000,114.000000,236.000000,340.000000,18.000000,36.000000,56.000000,3.000000,5.840000,9.280000
ULAHIY,3.348900,33.379200,55.998000,109.690200,676.000000,1092.000000,1872.000000,2340.000000,12.000000,24.000000,108.000000,216.000000,288.000000,1.562500,5.625000,11.550000,16.950000,347.453100,799.100400,1432.555200,1901.228400,1936.000000,4932.000000,8298.000000,10368.000000,55.000000,120.000000,210.000000,300.000000,330.000000,900.000000,1530.000000,1980.000000,22.270300,59.671200,101.809800,135.212400,-7.260000,-8.640000,-16.020000,114.000000,240.000000,534.000000,18.000000,36.000000,96.000000,3.000000,5.760000,16.440000
ULODIJ,3.348900,33.379200,55.998000,94.922100,676.000000,1092.000000,1872.000000,2184.000000,12.000000,21.000000,108.000000,234.000000,306.000000,1.562500,5.625000,11.550000,15.637500,377.517400,891.470400,1768.092600,2519.422800,1952.000000,5178.000000,9282.000000,12222.000000,62.000000,138.000000,270.000000,390.000000,408.000000,1128.000000,1986.000000,2886.000000,23.745400,66.784200,121.757400,175.116600,-7.260000,-8.640000,-13.440000,114.000000,240.000000,462.000000,18.000000,33.000000,75.000000,3.000000,5.760000,13.740000
ULODIJ01,3.348900,33.379200,55.998000,94.922100,676.000000,1092.000000,1872.000000,2184.000000,12.000000,21.000000,108.000000,234.000000,306.000000,1.562500,5.625000,11.550000,15.637500,377.517400,891.470400,1768.092600,2519.422800,1952.000000,5178.000000,9282.000000,12222.000000,62.000000,138.000000,270.000000,390.000000,408.000000,1128.000000,1986.000000,2886.000000,23.745400,66.784200,121.757400,175.116600,-7.260000,-8.640000,-13.440000,114.000000,240.000000,462.000000,18.000000,33.000000,75.000000,3.000000,5.760000,13.740000
ULODUV,3.348900,33.379200,55.998000,94.922100,676.000000,1092.000000,1872.000000,2184.000000,12.000000,21.000000,108.000000,234.000000,306.000000,1.562500,5.625000,11.550000,15.637500,377.517400,891.470400,1768.092600,2519.422800,1952.000000,5178.000000,9282.000000,12222.000000,62.000000,138.000000,270.000000,390.000000,408.000000,1128.000000,1986.000000,2886.000000,23.745400,66.784200,121.757400,175.116600,-7.260000,-8.640000,-13.440000,114.000000,240.000000,462.000000,18.000000,33.000000,75.000000,3.000000,5.760000,13.740000
ULOFAD,3.348900,33.379200,55.998000,94.922100,676.000000,1092.000000,1872.000000,2184.000000,12.000000,21.000000,108.000000,234.000000,306.000000,1.562500,5.625000,11.550000,15.637500,377.517400,891.470400,1768.092600,2519.422800,1952.000000,5178.000000,9282.000000,12222.000000,62.000000,138.000000,270.000000,390.000000,408.000000,1128.000000,1986.000000,2886.000000,23.745400,66.784200,121.757400,175.116600,-7.260000,-8.640000,-13.440000,114.000000,240.000000,462.000000,18.000000,33.000000,75.000000,3.000000,5.760000,13.740000
ULOFEH,3.348900,33.379200,55.998000,94.922100,676.000000,1092.000000,1872.000000,2184.000000,12.000000,21.000000,108.000000,234.000000,306.000000,1.562500,5.625000,11.550000,15.637500,377.517400,891.470400,1768.092600,2519.422800,1952.000000,5178.000000,9282.000000,12222.000000,62.000000,138.000000,270.000000,390.000000,408.000000,1128.000000,1986.000000,2886.000000,23.745400,66.784200,121.757400,175.116600,-7.260000,-8.640000,-13.440000,114.000000,240.000000,462.000000,18.000000,33.000000,75.000000,3.000000,5.760000,13.740000
UZAXUQ,3.348900,33.379200,48.458400,56.620200,676.000000,1092.000000,1612.000000,2184.000000,10.000000,12.000000,96.000000,156.000000,168.000000,1.562500,5.625000,9.575000,11.125000,613.044100,1408.347200,2408.884400,3256.102400,3634.000000,8192.000000,12890.000000,16424.000000,97.000000,216.000000,362.000000,496.000000,578.000000,1524.000000,2420.000000,2924.000000,44.358300,112.400400,180.956600,230.713200,-7.260000,-8.180000,-8.980000,114.000000,198.000000,228.000000,20.000000,34.000000,44.000000,3.000000,4.840000,6.100000
UZELAN,3.348900,33.379200,54.021600,75.597300,676.000000,1092.000000,1794.000000,2392.000000,11.000000,17.000000,102.000000,204.000000,228.000000,1.562500,5.625000,10.512500,13.987500,360.566100,824.580000,1625.844600,2246.796000,2376.000000,5226.000000,9142.000000,12332.000000,59.000000,128.000000,248.000000,336.000000,376.000000,1020.000000,1794.000000,2460.000000,24.260100,63.550800,112.462000,159.903600,-7.260000,-9.390000,-10.200000,114.000000,217.000000,350.000000,19.000000,32.000000,64.000000,3.000000,5.340000,10.060000
VASYOF,3.348900,33.379200,46.665000,65.953200,676.000000,1092.000000,1560.000000,2496.000000,10.000000,14.000000,96.000000,168.000000,204.000000,1.562500,5.625000,9.625000,13.050000,343.454500,785.937400,1448.931600,2064.715400,2464.000000,5356.000000,8758.000000,12404.000000,55.000000,122.000000,218.000000,314.000000,340.000000,918.000000,1552.000000,2106.000000,25.110900,64.458200,109.300600,154.787000,-7.260000,-7.200000,-10.420000,114.000000,200.000000,268.000000,20.000000,32.000000,50.000000,3.000000,4.800000,7.060000
VASYUL,3.348900,33.379200,46.665000,65.953200,676.000000,1092.000000,1560.000000,2496.000000,10.000000,14.000000,96.000000,168.000000,204.000000,1.562500,5.625000,9.625000,13.050000,343.454500,785.937400,1448.931600,2066.577400,2464.000000,5356.000000,8758.000000,12544.000000,55.000000,122.000000,218.000000,314.000000,340.000000,918.000000,1552.000000,2130.000000,25.110900,64.458200,109.300600,155.363000,-7.260000,-7.200000,-10.420000,114.000000,200.000000,268.000000,20.000000,32.000000,50.000000,3.000000,4.800000,7.060000
VASYUL01,3.348900,33.379200,46.665000,65.953200,676.000000,1092.000000,1560.000000,2496.000000,10.000000,14.000000,96.000000,168.000000,204.000000,1.562500,5.625000,9.625000,13.050000,343.454500,785.937400,1448.931600,2066.577400,2464.000000,5356.000000,8758.000000,12544.000000,55.000000,122.000000,218.000000,314.000000,340.000000,918.000000,1552.000000,2130.000000,25.110900,64.458200,109.300600,155.363000,-7.260000,-7.200000,-10.420000,114.000000,200.000000,268.000000,20.000000,32.000000,50.000000,3.000000,4.800000,7.060000
VASZEW,3.348900,33.379200,46.665000,65.953200,676.000000,1092.000000,1560.000000,2496.000000,10.000000,14.000000,96.000000,168.000000,204.000000,1.562500,5.625000,9.625000,13.050000,382.469500,889.977400,1614.231600,2332.247400,2680.000000,5932.000000,9682.000000,13608.000000,61.000000,138.000000,242.000000,358.000000,380.000000,1038.000000,1768.000000,2374.000000,28.668300,73.944600,125.306200,175.338600,-7.260000,-7.200000,-10.420000,114.000000,200.000000,268.000000,20.000000,32.000000,50.000000,3.000000,4.800000,7.060000
VASZEW01,3.348900,33.379200,46.665000,65.953200,676.000000,1092.000000,1560.000000,2496.000000,10.000000,14.000000,96.000000,168.000000,204.000000,1.562500,5.625000,9.625000,13.050000,382.469500,889.977400,1614.231600,2332.247400,2680.000000,5932.000000,9682.000000,13608.000000,61.000000,138.000000,242.000000,358.000000,380.000000,1038.000000,1768.000000,2374.000000,28.668300,73.944600,125.306200,175.338600,-7.260000,-7.200000,-10.420000,114.000000,200.000000,268.000000,20.000000,32.000000,50.000000,3.000000,4.800000,7.060000
VEVQOE,3.348900,33.379200,59.584800,72.102000,676.000000,1092.000000,1976.000000,1976.000000,12.000000,16.000000,108.000000,216.000000,240.000000,1.562500,5.625000,11.450000,13.400000,325.939900,797.423200,1511.797600,2131.488000,1976.000000,5248.000000,9662.000000,11800.000000,51.000000,120.000000,222.000000,316.000000,342.000000,972.000000,1782.000000,2316.000000,22.695500,63.523200,116.225400,154.266000,-7.260000,-10.600000,-10.120000,114.000000,236.000000,340.000000,18.000000,36.000000,56.000000,3.000000,5.840000,9.280000
VEWVEY,3.348900,33.379200,55.998000,82.075500,676.000000,1092.000000,1872.000000,2418.000000,12.000000,18.000000,108.000000,216.000000,306.000000,1.562500,5.625000,11.550000,15.825000,418.581000,979.556400,1809.801000,2581.236000,2188.000000,5712.000000,9990.000000,13656.000000,70.000000,156.000000,282.000000,402.000000,438.000000,1188.000000,2034.000000,2880.000000,28.610200,77.778000,134.841000,190.123800,-7.260000,-8.640000,-11.910000,114.000000,240.000000,375.000000,18.000000,36.000000,57.000000,3.000000,5.760000,9.840000
VEYTEY,3.348900,33.379200,55.998000,89.377200,676.000000,1092.000000,1872.000000,2964.000000,12.000000,18.000000,108.000000,216.000000,324.000000,1.562500,5.625000,11.550000,17.175000,532.553100,1295.585400,2355.727200,3256.153200,2806.000000,7380.000000,13002.000000,17466.000000,85.000000,198.000000,354.000000,498.000000,552.000000,1530.000000,2682.000000,3510.000000,37.321300,102.221400,179.411400,236.893800,-7.260000,-8.640000,-15.900000,114.000000,240.000000,354.000000,18.000000,36.000000,54.000000,3.000000,5.760000,8.760000
VEYTIC,3.348900,33.379200,55.998000,89.377200,676.000000,1092.000000,1872.000000,2964.000000,12.000000,18.000000,108.000000,216.000000,324.000000,1.562500,5.625000,11.550000,17.175000,532.553100,1295.585400,2355.727200,3256.153200,2806.000000,7380.000000,13002.000000,17466.000000,85.000000,198.000000,354.000000,498.000000,552.000000,1530.000000,2682.000000,3510.000000,37.321300,102.221400,179.411400,236.893800,-7.260000,-8.640000,-15.900000,114.000000,240.000000,354.000000,18.000000,36.000000,54.000000,3.000000,5.760000,8.760000
VIFNAC,3.348900,33.379200,61.378200,90.914400,676.000000,1092.000000,2028.000000,2340.000000,12.000000,18.000000,108.000000,180.000000,216.000000,1.562500,5.625000,11.400000,14.025000,644.400900,1402.524000,2558.226000,3332.530800,4492.000000,8052.000000,12750.000000,15324.000000,97.000000,204.000000,378.000000,504.000000,582.000000,1524.000000,2238.000000,2604.000000,40.922500,99.598800,165.412200,206.277600,-7.260000,-11.580000,-16.740000,114.000000,234.000000,378.000000,18.000000,42.000000,72.000000,3.000000,5.880000,11.280000
VIFNAC01,3.348900,33.379200,61.378200,90.914400,676.000000,1092.000000,2028.000000,2340.000000,12.000000,18.000000,108.000000,180.000000,216.000000,1.562500,5.625000,11.400000,14.025000,644.400900,1402.524000,2558.226000,3332.530800,4492.000000,8052.000000,12750.000000,15324.000000,97.000000,204.000000,378.000000,504.000000,582.000000,1524.000000,2238.000000,2604.000000,40.922500,99.598800,165.412200,206.277600,-7.260000,-11.580000,-16.740000,114.000000,234.000000,378.000000,18.000000,42.000000,72.000000,3.000000,5.880000,11.280000
VILZAT,3.348900,33.379200,59.584800,74.664000,676.000000,1092.000000,1976.000000,2496.000000,12.000000,16.000000,108.000000,216.000000,312.000000,1.562500,5.625000,11.450000,15.400000,481.409900,1134.375200,2095.213600,2917.776000,2424.000000,6344.000000,11222.000000,14808.000000,79.000000,176.000000,318.000000,444.000000,494.000000,1348.000000,2310.000000,3108.000000,32.000700,86.805600,150.758200,203.077200,-7.260000,-10.600000,-11.520000,114.000000,236.000000,320.000000,18.000000,36.000000,44.000000,3.000000,5.840000,7.680000
VILZEX,3.348900,33.379200,59.584800,74.664000,676.000000,1092.000000,1976.000000,2496.000000,12.000000,16.000000,108.000000,216.000000,312.000000,1.562500,5.625000,11.450000,15.400000,624.169900,1484.235200,2689.913600,3724.948000,3008.000000,7880.000000,13518.000000,17104.000000,103.000000,232.000000,414.000000,580.000000,646.000000,1756.000000,2966.000000,3852.000000,42.582300,115.080000,196.540600,256.543600,-7.260000,-10.600000,-11.520000,114.000000,236.000000,320.000000,18.000000,36.000000,44.000000,3.000000,5.840000,7.680000
VILZOH,3.348900,33.379200,59.584800,74.664000,676.000000,1092.000000,1976.000000,2496.000000,12.000000,16.000000,108.000000,216.000000,312.000000,1.562500,5.625000,11.450000,15.400000,390.669900,940.575200,1804.121600,2452.204000,2128.000000,5672.000000,10374.000000,13672.000000,63.000000,144.000000,270.000000,364.000000,414.000000,1140.000000,2022.000000,2772.000000,26.162300,72.760800,131.035000,177.875600,-7.260000,-10.600000,-11.520000,114.000000,236.000000,320.000000,18.000000,36.000000,44.000000,3.000000,5.840000,7.680000
