Unnamed: 0,smi,chg,coord_no,memo
YUYHOR_ligands0.mol2,[BH3-]C#N,-1,1,
YUYHOR_ligands1.mol2,c1ccnc(c1)CNCCNCc2ccccn2,0,4,
ABISOV_ligands1.mol2,c1ccnc(c1)CN(Cc2ccccn2)Cc3ccccn3,0,4,
ABISOV_ligands0.mol2,C(=[N-])=S,-1,1,
ABISOV02_ligands1.mol2,c1ccnc(c1)CN(Cc2ccccn2)Cc3ccccn3,0,4,
ABISOV02_ligands0.mol2,C(=[N-])=S,-1,1,
ABITEM_ligands0.mol2,C(=[N-])=S,-1,1,
ABITEM_ligands1.mol2,c1ccnc(c1)CN(Cc2ccccn2)Cc3ccccn3,0,4,
ABITEM01_ligands1.mol2,c1ccnc(c1)CN(Cc2ccccn2)Cc3ccccn3,0,4,
ABITEM01_ligands0.mol2,C(=[N-])=S,-1,1,
ABITUC01_ligands1.mol2,c1ccnc(c1)CN(Cc2ccccn2)Cc3ccccn3,0,4,
ABITUC01_ligands0.mol2,C(=[N-])=S,-1,1,
ABITUC_ligands0.mol2,C(=[N-])=S,-1,1,
ABITUC_ligands1.mol2,c1ccnc(c1)CN(Cc2ccccn2)Cc3ccccn3,0,4,
ABIVAK_ligands0.mol2,C(=[N-])=S,-1,1,
ABIVAK_ligands1.mol2,c1ccnc(c1)CN(Cc2ccccn2)Cc3ccccn3,0,4,
ABIVAK01_ligands1.mol2,c1ccnc(c1)CN(Cc2ccccn2)Cc3ccccn3,0,4,
ABIVAK01_ligands0.mol2,C(=[N-])=S,-1,1,
CECVUD_ligands1.mol2,c1ccc2c(c1)ccc(n2)CN(Cc3ccccn3)Cc4ccccn4,0,4,
CECVUD_ligands0.mol2,C(=[N-])=S,-1,1,
EBOTOG_ligands1.mol2,c1ccnc(c1)CN(Cc2ccccn2)Cc3ccccn3,0,4,
EBOTOG_ligands0.mol2,C(=[N-])=S,-1,1,
EBOTOG01_ligands0.mol2,C(=[N-])=S,-1,1,
EBOTOG01_ligands1.mol2,c1ccnc(c1)CN(Cc2ccccn2)Cc3ccccn3,0,4,
EBOVAU_ligands0.mol2,C(=[N-])=S,-1,1,
EBOVAU_ligands1.mol2,c1ccnc(c1)CN(Cc2ccccn2)Cc3ccccn3,0,4,
LUWSUS01_ligands1.mol2,c1ccnc(c1)CN(Cc2ccccn2)Cc3ccccn3,0,4,
LUWSUS01_ligands0.mol2,C(=[N-])=S,-1,1,
LUWSUS_ligands0.mol2,C(=[N-])=S,-1,1,
LUWSUS_ligands1.mol2,c1ccnc(c1)CN(Cc2ccccn2)Cc3ccccn3,0,4,
LUWSUS03_ligands0.mol2,C(=[N-])=S,-1,1,
LUWSUS03_ligands1.mol2,c1ccnc(c1)CN(Cc2ccccn2)Cc3ccccn3,0,4,
LUWSUS02_ligands1.mol2,c1ccnc(c1)CN(Cc2ccccn2)Cc3ccccn3,0,4,
LUWSUS02_ligands0.mol2,C(=[N-])=S,-1,1,
LUWSUS06_ligands1.mol2,c1ccnc(c1)CN(Cc2ccccn2)Cc3ccccn3,0,4,
LUWSUS06_ligands0.mol2,C(=[N-])=S,-1,1,
LUWSUS05_ligands1.mol2,c1ccnc(c1)CN(Cc2ccccn2)Cc3ccccn3,0,4,
LUWSUS05_ligands0.mol2,C(=[N-])=S,-1,1,
LUWSUS04_ligands1.mol2,c1ccnc(c1)CN(Cc2ccccn2)Cc3ccccn3,0,4,
LUWSUS04_ligands0.mol2,C(=[N-])=S,-1,1,
LUWSUS09_ligands0.mol2,C(=[N-])=S,-1,1,
LUWSUS09_ligands1.mol2,c1ccnc(c1)CN(Cc2ccccn2)Cc3ccccn3,0,4,
LUWSUS07_ligands0.mol2,C(=[N-])=S,-1,1,
LUWSUS07_ligands1.mol2,c1ccnc(c1)CN(Cc2ccccn2)Cc3ccccn3,0,4,
LUWTED02_ligands0.mol2,C(=[N-])=S,-1,1,
LUWTED02_ligands1.mol2,c1ccnc(c1)CN(Cc2ccccn2)Cc3ccccn3,0,4,
LUWTED01_ligands0.mol2,C(=[N-])=S,-1,1,
LUWTED01_ligands1.mol2,c1ccnc(c1)CN(Cc2ccccn2)Cc3ccccn3,0,4,
LUWTED_ligands1.mol2,c1ccnc(c1)CN(Cc2ccccn2)Cc3ccccn3,0,4,
LUWTED_ligands0.mol2,C(=[N-])=S,-1,1,
WAHKEX01_ligands1.mol2,c1ccnc(c1)CCN(Cc2ccccn2)Cc3ccccn3,0,4,
WAHKEX01_ligands0.mol2,C(=[N-])=S,-1,1,
WAHKEX_ligands0.mol2,C(=[N-])=S,-1,1,
WAHKEX_ligands1.mol2,c1ccnc(c1)CCN(Cc2ccccn2)Cc3ccccn3,0,4,
TEKHAU_ligands0.mol2,Cc1cccc(n1)CN(CCc2ccccn2)Cc3cccc(n3)C,0,4,
TEKHAU_ligands1.mol2,C(=[N-])=S,-1,1,
AFOYUS02_ligands1.mol2,c1ccnc(c1)CN(Cc2ccccn2)Cc3ccccn3,0,4,
AFOYUS02_ligands0.mol2,C(=[N-])=[Se],-1,1,
AFOYUS_ligands0.mol2,C(=[N-])=[Se],-1,1,
AFOYUS_ligands1.mol2,c1ccnc(c1)CN(Cc2ccccn2)Cc3ccccn3,0,4,
AFUJOD01_ligands0.mol2,C(=[N-])=[Se],-1,1,
AFUJOD01_ligands1.mol2,c1ccnc(c1)CN(Cc2ccccn2)Cc3ccccn3,0,4,
AFOYOM_ligands1.mol2,c1ccnc(c1)CN(Cc2ccccn2)Cc3ccccn3,0,4,
AFOYOM_ligands0.mol2,C(=[N-])=[Se],-1,1,
TEKHEY_ligands0.mol2,Cc1cccc(n1)CN(CCN(C)C)Cc2cccc(n2)C,0,4,
TEKHEY_ligands1.mol2,C(=[N-])=S,-1,1,
TEKHIC_ligands0.mol2,C(=[N-])=S,-1,1,
TEKHIC_ligands1.mol2,CN(C)CCN(Cc1ccccn1)Cc2ccccn2,0,4,
HOLSIN_ligands1.mol2,C[N@@](CC[N@](C)Cc1ccc2ccccc2n1)Cc3ccc4ccccc4n3,0,4,
HOLSIN_ligands0.mol2,C(=[N-])=S,-1,1,
HOLSUZ_ligands1.mol2,c1ccc(cc1)C[N@](CC[N@@](Cc2ccccc2)Cc3ccccn3)Cc4ccccn4,0,4,
HOLSUZ_ligands0.mol2,C(=[N-])=S,-1,1,
HOLTUA_ligands1.mol2,c1ccc(cc1)C[N@](CC[N@@](Cc2ccccc2)Cc3ccccn3)Cc4ccccn4,0,4,
HOLTUA_ligands0.mol2,C(=[N-])=S,-1,1,
JAQQIB_ligands0.mol2,C(=[N-])=S,-1,1,
JAQQIB_ligands1.mol2,c1ccnc(c1)C[N@@]2CCNCC[N@@](CC2)Cc3ccccn3,0,5,
LINRAC_ligands1.mol2,C(=[N-])=S,-1,1,
LINRAC_ligands0.mol2,c1ccc(cc1)C[N@@](CCN(Cc2ccccn2)Cc3ccccn3)Cc4ccccn4,0,5,
MIFRIF_ligands1.mol2,C(=[N-])=S,-1,1,
MIFRIF_ligands0.mol2,c1cnc(cc1Cl)CNCCNCc2cc(ccn2)Cl,0,4,
XUGGEO_ligands0.mol2,C(=[N-])=[Se],-1,1,
XUGGEO_ligands1.mol2,c1ccnc(c1)CN[C@@H]2CCCC[C@H]2NCc3ccccn3,0,4,
XUGGEO02_ligands1.mol2,c1ccnc(c1)CN[C@@H]2CCCC[C@H]2NCc3ccccn3,0,4,
XUGGEO02_ligands0.mol2,C(=[N-])=[Se],-1,1,
XUGGEO01_ligands1.mol2,c1ccnc(c1)CN[C@@H]2CCCC[C@H]2NCc3ccccn3,0,4,
XUGGEO01_ligands0.mol2,C(=[N-])=[Se],-1,1,
XUGGEO03_ligands1.mol2,c1ccnc(c1)CN[C@@H]2CCCC[C@H]2NCc3ccccn3,0,4,
XUGGEO03_ligands0.mol2,C(=[N-])=[Se],-1,1,
XUGGIS01_ligands1.mol2,c1ccnc(c1)CN[C@H]2CCCC[C@@H]2NCc3ccccn3,0,4,
XUGGIS01_ligands0.mol2,C(=[N-])=[Se],-1,1,
XUGGIS_ligands1.mol2,c1ccnc(c1)CN[C@H]2CCCC[C@@H]2NCc3ccccn3,0,4,
XUGGIS_ligands0.mol2,C(=[N-])=[Se],-1,1,
XUGHAL_ligands0.mol2,C(=[N-])=[Se],-1,1,
XUGHAL_ligands1.mol2,c1ccnc(c1)CN[C@H]2CCCC[C@@H]2NCc3ccccn3,0,4,
XUGGIS02_ligands1.mol2,c1ccnc(c1)CN[C@H]2CCCC[C@@H]2NCc3ccccn3,0,4,
XUGGIS02_ligands0.mol2,C(=[N-])=[Se],-1,1,
XUGGUE_ligands1.mol2,c1ccnc(c1)CN[C@@H]2CCCC[C@H]2NCc3ccccn3,0,4,
XUGGUE_ligands0.mol2,C(=[N-])=[Se],-1,1,
HOLTAG_ligands0.mol2,C(=[N-])=[Se],-1,1,
HOLTAG_ligands1.mol2,C[N@@](CC[N@](C)Cc1ccc2ccccc2n1)Cc3ccc4ccccc4n3,0,4,
HOLTOU_ligands1.mol2,c1ccc(cc1)C[N@](CC[N@@](Cc2ccccc2)Cc3ccccn3)Cc4ccccn4,0,4,
HOLTOU_ligands0.mol2,C(=[N-])=[Se],-1,1,
MIFROL01_ligands1.mol2,c1cnc(cc1Cl)CNCCNCc2cc(ccn2)Cl,0,4,
MIFROL01_ligands0.mol2,C(=[N-])=[Se],-1,1,
MIFROL_ligands0.mol2,C(=[N-])=[Se],-1,1,
MIFROL_ligands1.mol2,c1cnc(cc1Cl)CNCCNCc2cc(ccn2)Cl,0,4,
QUHWAT_ligands0.mol2,C(=[N-])=[Se],-1,1,
QUHWAT_ligands1.mol2,C[N@](CC[N@@](C)Cc1ccccn1)Cc2ccccn2,0,4,
QUHWAT01_ligands1.mol2,C[N@@](CC[N@](C)Cc1ccccn1)Cc2ccccn2,0,4,
QUHWAT01_ligands0.mol2,C(=[N-])=[Se],-1,1,
QUHWAT02_ligands1.mol2,C[N@@](CC[N@](C)Cc1ccccn1)Cc2ccccn2,0,4,
QUHWAT02_ligands0.mol2,C(=[N-])=[Se],-1,1,
HOLTEK_ligands0.mol2,c1ccc(cc1)C[N@](CC[N@@](Cc2ccccc2)Cc3ccccn3)Cc4ccccn4,0,4,
HOLTEK_ligands1.mol2,[BH3-]C#N,-1,1,
HOLSOT_ligands0.mol2,c1ccc(cc1)C[N@](CC[N@@](Cc2ccccc2)Cc3ccccn3)Cc4ccccn4,0,4,
HOLSOT_ligands1.mol2,[BH3-]C#N,-1,1,
MIFSEC_ligands1.mol2,[BH3-]C#N,-1,1,
MIFSEC_ligands0.mol2,c1cnc(cc1Cl)CNCCNCc2cc(ccn2)Cl,0,4,
MIFSAY_ligands1.mol2,[BH3-]C#N,-1,1,
MIFSAY_ligands0.mol2,c1cnc(cc1Cl)CNCCNCc2cc(ccn2)Cl,0,4,
BUNSIN_ligands0.mol2,c1ccnc(c1)C[N@]2CCCNCC[N@](CCCNCC2)Cc3ccccn3,0,6,
BUNSIN01_ligands0.mol2,c1ccnc(c1)C[N@]2CCCNCC[N@](CCCNCC2)Cc3ccccn3,0,6,
ETUHIM_ligands0.mol2,c1ccnc(c1)C[N@]2CCCNCC[N@](CCCNCC2)Cc3ccccn3,0,6,
ETUHIM02_ligands0.mol2,c1ccnc(c1)C[N@]2CCCNCC[N@](CCCNCC2)Cc3ccccn3,0,6,
ETUJEK_ligands0.mol2,c1ccnc(c1)C[N@]2CCCNCC[N@](CCCNCC2)Cc3ccccn3,0,6,
KIFLOD_ligands0.mol2,c1ccnc(c1)C[N@@]2CCC[N@]3CC[N@](CCC[N@](CC3)Cc4ccccn4)CC2,0,6,
KIFLUJ_ligands0.mol2,c1ccnc(c1)C[N@]2CCC[N@@]3CC[N@@](CCC[N@@](CC3)Cc4ccccn4)CC2,0,6,
KIFMAQ01_ligands0.mol2,c1ccnc(c1)C[N@@]2CCC[N@]3CC[N@](CCC[N@](CC3)Cc4ccccn4)CC2,0,6,
KIFMAQ_ligands0.mol2,c1ccnc(c1)C[N@@]2CCC[N@]3CC[N@](CCC[N@](CC3)Cc4ccccn4)CC2,0,6,
HAXHIY_ligands0.mol2,c1ccc(cc1)C[N@@](CCN(Cc2ccccn2)Cc3ccccn3)Cc4ccccn4,0,5,
HAXHIY_ligands1.mol2,C(#N)[N-]C#N,-1,1,基はC(#N)NC#Nで出力
KEZPIO01_ligands0.mol2,c1ccnc(c1)CN(CCN(Cc2ccccn2)Cc3ccccn3)Cc4ccccn4,0,6,
KEZPIO_ligands0.mol2,c1ccnc(c1)CN(CCN(Cc2ccccn2)Cc3ccccn3)Cc4ccccn4,0,6,
KEZPEK_ligands0.mol2,c1ccnc(c1)CN(CCN(Cc2ccccn2)Cc3ccccn3)Cc4ccccn4,0,6,
YAMXAL_ligands0.mol2,c1ccnc(c1)CN(Cc2ccccn2)[C@@H]3CCCC[C@H]3N(Cc4ccccn4)Cc5ccccn5,0,6,
MELLOF02_ligands0.mol2,c1ccnc(c1)CNCCCN(CCCNCc2ccccn2)Cc3ccccn3,0,6,
MELLOF01_ligands0.mol2,c1ccnc(c1)CNCCCN(CCCNCc2ccccn2)Cc3ccccn3,0,6,
MELLOF_ligands0.mol2,c1ccnc(c1)CNCCCN(CCCNCc2ccccn2)Cc3ccccn3,0,6,
NAVYEP01_ligands0.mol2,Cc1nc(c[nH]1)/C=N/CCN(CC/N=C/c2nc([nH]c2)C)CC/N=C/c3nc([nH]c3)C,0,6,
NOZJAN_ligands0.mol2,c1cc\2nc(c1)/C=N/CCN3CC/N=C/c4nc(ccc4)/C=N/CCN(CC/N=C2)CC/N=C/c5nc(ccc5)/C=N/CC3,0,6,
PASDOD_ligands0.mol2,Cc1[nH]cnc1/C=N/CCN(CC/N=C/c2nc[nH]c2C)CC/N=C/c3nc[nH]c3C,0,6,
QIDLAR_ligands0.mol2,CCCCCCn1nc(nn1)c2ccc3ccc4cccnc4c3n2,0,3,
QIDLEV_ligands0.mol2,CCCCCCn1nc(nn1)c2ccc3ccc4cccnc4c3n2,0,3,
QIDLIZ_ligands0.mol2,CCCCCCCn1nc(nn1)c2ccc3ccc4cccnc4c3n2,0,3,
QIDLOF_ligands0.mol2,CCCCCCCn1nc(nn1)c2ccc3ccc4cccnc4c3n2,0,3,
DUCFOW_ligands0.mol2,c1ccnc(c1)CN2CCN(CCN(CC2)Cc3ccccn3)Cc4ccccn4,0,6,
NESWAK_ligands0.mol2,Cc1cnn(c1)c2cccc(n2)n3cc(cn3)C,0,3,
YUZTUJ_ligands0.mol2,c1cc(c[nH+]c1)c2cc(nc(c2)n3cccn3)n4cccn4,1,3,
YUZTUJ_ligands1.mol2,c1cc(cnc1)c2cc(nc(c2)n3cccn3)n4cccn4,0,3,
FENFOW_ligands0.mol2,c1cc2ccc3ccc(nc3c2nc1)/N=N/c4ccc(cc4)Cl,0,3,
TEKHOI_ligands0.mol2,CC(=NCCN(Cc1ccccn1)Cc2ccccn2)C,0,4,
TEKHOI_ligands1.mol2,C(=[N-])=S,-1,1,
TEKHUO_ligands1.mol2,C(=[N-])=S,-1,1,
TEKHUO_ligands0.mol2,CN(C)C(=NCCN(Cc1ccccn1)Cc2ccccn2)N(C)C,0,4,
QIDKIY_ligands0.mol2,CCCCn1nc(nn1)c2ccc3ccc4cccnc4c3n2,0,3,
PIVFEG_ligands0.mol2,c1nnnn1C2CC2,0,1,
VOJPAM_ligands0.mol2,CCCCn1cnnn1,0,1,
VIFNAC_ligands0.mol2,c1nnnn1CCCCl,0,1,
VIFNAC01_ligands0.mol2,c1nnnn1CCCCl,0,1,
NIGXUY01_ligands0.mol2,CC(C)Cn1cnnn1,0,1,
NIGXUY02_ligands0.mol2,CC(C)Cn1cnnn1,0,1,
OCOPAA_ligands0.mol2,c1cc2ccc3cccnc3c2nc1,0,2,
RUCJEF_ligands0.mol2,c1ccnc(c1)C(c2ccccn2)(c3ccccn3)c4ccccn4,0,3,
YECMAW_ligands0.mol2,c1ccnc(c1)N(c2ccccn2)c3cccc(n3)N(c4ccccn4)c5ccccn5,0,3,
