ccdc_id,misc-dent-ax,misc-dent-eq,f-chi-0-ax,f-chi-1-ax,f-chi-2-ax,f-chi-3-ax,f-Z-0-ax,f-Z-1-ax,f-Z-2-ax,f-Z-3-ax,f-I-0-ax,f-I-1-ax,f-I-2-ax,f-I-3-ax,f-T-0-ax,f-T-1-ax,f-T-2-ax,f-T-3-ax,f-S-0-ax,f-S-1-ax,f-S-2-ax,f-S-3-ax,f-chi-0-eq,f-chi-1-eq,f-chi-2-eq,f-chi-3-eq,f-Z-0-eq,f-Z-1-eq,f-Z-2-eq,f-Z-3-eq,f-I-0-eq,f-I-1-eq,f-I-2-eq,f-I-3-eq,f-T-0-eq,f-T-1-eq,f-T-2-eq,f-T-3-eq,f-S-0-eq,f-S-1-eq,f-S-2-eq,f-S-3-eq,lc-chi-0-ax,lc-chi-1-ax,lc-chi-2-ax,lc-chi-3-ax,lc-Z-0-ax,lc-Z-1-ax,lc-Z-2-ax,lc-Z-3-ax,lc-I-1-ax,lc-I-2-ax,lc-I-3-ax,lc-T-0-ax,lc-T-1-ax,lc-T-2-ax,lc-T-3-ax,lc-S-0-ax,lc-S-1-ax,lc-S-2-ax,lc-S-3-ax,lc-chi-0-eq,lc-chi-1-eq,lc-chi-2-eq,lc-chi-3-eq,lc-Z-0-eq,lc-Z-1-eq,lc-Z-2-eq,lc-Z-3-eq,lc-I-1-eq,lc-I-2-eq,lc-I-3-eq,lc-T-0-eq,lc-T-1-eq,lc-T-2-eq,lc-T-3-eq,lc-S-0-eq,lc-S-1-eq,lc-S-2-eq,lc-S-3-eq,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-2-all,mc-I-3-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,D_lc-chi-1-ax,D_lc-chi-2-ax,D_lc-chi-3-ax,D_lc-Z-1-ax,D_lc-Z-2-ax,D_lc-Z-3-ax,D_lc-T-1-ax,D_lc-T-2-ax,D_lc-T-3-ax,D_lc-S-1-ax,D_lc-S-2-ax,D_lc-S-3-ax,D_lc-chi-1-eq,D_lc-chi-2-eq,D_lc-chi-3-eq,D_lc-Z-1-eq,D_lc-Z-2-eq,D_lc-Z-3-eq,D_lc-T-1-eq,D_lc-T-2-eq,D_lc-T-3-eq,D_lc-S-1-eq,D_lc-S-2-eq,D_lc-S-3-eq,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,ion_1,ion_2,ion_3,ion_4,ion_5,ion_6,ion_7,ion_8,ion_9,ion_10,ion_11,ion_12,ion_13,ion_14,ion_15,ion_16,ion_17,ion_18,ion_19,ion_20,ion_21,ion_22,ion_23,ion_24,ion_25,ion_26,ion_27,ion_28,ion_29,ion_30,ion_31,solv_1,solv_2,solv_3,solv_4,solv_5,solv_6,solv_7,solv_8,solv_9,solv_10,solv_11,solv_12,solv_13,solv_14,solv_15,solv_16,solv_17,solv_18,solv_19,solv_20,solv_21
OLAYAC,2.0,2.0,126.4823,278.029,469.2327,555.967,410.0,958.0,1269.0,1168.0,21.0,43.0,75.0,93.0,118.0,295.0,388.0,363.0,7.3437,18.5197,27.5565,28.6197,136.570333,302.169,522.327267,625.890933,439.333333,1040.0,1400.666667,1305.333333,22.666667,46.666667,83.333333,104.666667,130.0,328.0,436.0,409.333333,7.865733,20.052,30.398867,31.9654,9.2416,15.504,34.0328,45.0224,49.0,84.0,140.0,140.0,2.0,4.5,6.0,4.0,13.0,23.0,22.0,0.5625,1.155,2.14125,2.3925,9.2416,17.378667,32.457067,36.530667,49.0,74.666667,116.666667,137.666667,2.333333,4.333333,4.666667,5.666667,15.333333,21.0,21.0,0.5625,1.1475,1.8925,2.07,3.3489,33.3792,59.3835,94.5378,676.0,1092.0,1768.0,1950.0,13.0,21.0,114.0,240.0,270.0,1.5625,5.625,11.5125,14.6125,413.0599,973.2654,1962.9968,2904.7548,1994.0,5304.0,9208.0,11778.0,69.0,152.0,306.0,468.0,458.0,1292.0,2216.0,2988.0,25.1597,71.406,131.0966,183.8912,0.98,2.485,3.43,2.0,11.5,22.0,-2.5,-2.5,1.0,-0.04,0.52,1.31,1.376667,2.496667,2.17,5.666667,13.666667,13.0,-1.0,0.0,0.333333,0.22,0.726667,0.74,-7.26,-8.66,-13.23,114.0,270.0,471.0,17.0,38.0,81.0,3.0,7.04,14.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OLAYAC01,2.0,2.0,126.4823,278.029,469.2327,555.967,410.0,958.0,1269.0,1168.0,21.0,43.0,75.0,93.0,118.0,295.0,388.0,363.0,7.3437,18.5197,27.5565,28.6197,136.570333,302.169,522.327267,625.890933,439.333333,1040.0,1400.666667,1305.333333,22.666667,46.666667,83.333333,104.666667,130.0,328.0,436.0,409.333333,7.865733,20.052,30.398867,31.9654,9.2416,15.504,34.0328,45.0224,49.0,84.0,140.0,140.0,2.0,4.5,6.0,4.0,13.0,23.0,22.0,0.5625,1.155,2.14125,2.3925,9.2416,17.378667,32.457067,36.530667,49.0,74.666667,116.666667,137.666667,2.333333,4.333333,4.666667,5.666667,15.333333,21.0,21.0,0.5625,1.1475,1.8925,2.07,3.3489,33.3792,59.3835,94.5378,676.0,1092.0,1768.0,1950.0,13.0,21.0,114.0,240.0,270.0,1.5625,5.625,11.5125,14.6125,413.0599,973.2654,1962.9968,2904.7548,1994.0,5304.0,9208.0,11778.0,69.0,152.0,306.0,468.0,458.0,1292.0,2216.0,2988.0,25.1597,71.406,131.0966,183.8912,0.98,2.485,3.43,2.0,11.5,22.0,-2.5,-2.5,1.0,-0.04,0.52,1.31,1.376667,2.496667,2.17,5.666667,13.666667,13.0,-1.0,0.0,0.333333,0.22,0.726667,0.74,-7.26,-8.66,-13.23,114.0,270.0,471.0,17.0,38.0,81.0,3.0,7.04,14.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OZOGIV,3.0,3.0,161.2955,366.0184,568.6464,611.3344,650.0,1552.0,2172.0,1828.0,25.0,54.0,84.0,94.0,138.0,342.0,476.0,424.0,10.5665,26.1046,38.1036,36.1322,161.2955,366.0184,568.6464,611.3344,650.0,1552.0,2172.0,1828.0,25.0,54.0,84.0,94.0,138.0,342.0,476.0,424.0,10.5665,26.1046,38.1036,36.1322,9.2416,16.9936,29.944,30.3696,49.0,91.0,133.0,105.0,2.0,4.0,4.0,4.0,12.0,20.0,14.0,0.5625,1.14,2.01,1.695,9.2416,16.000533,32.639467,46.866667,49.0,86.333333,165.666667,193.666667,2.0,4.0,6.0,4.0,12.0,22.666667,24.666667,0.5625,1.15,2.19,2.84,3.3489,33.3792,59.5848,72.102,676.0,1092.0,1976.0,1976.0,12.0,16.0,108.0,216.0,240.0,1.5625,5.625,11.45,13.4,325.9399,798.7952,1533.7104,2146.8152,1976.0,5288.0,9766.0,11808.0,51.0,120.0,222.0,316.0,342.0,972.0,1782.0,2316.0,22.6955,63.4592,115.9822,154.1444,0.49,2.31,2.17,1.0,9.0,13.0,-2.0,-2.0,1.0,-0.02,0.32,0.74,0.816667,1.423333,2.823333,1.666667,4.333333,14.333333,-2.0,-3.333333,-0.333333,-0.033333,0.08,0.713333,-7.26,-10.6,-10.12,114.0,236.0,340.0,18.0,36.0,56.0,3.0,5.84,9.28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAGXAW,2.0,1.5,167.5982,378.726,618.162,741.4902,614.0,1488.0,2196.0,2352.0,28.0,60.0,100.0,118.0,160.0,396.0,560.0,620.0,11.0684,28.0588,42.4836,48.3822,94.99935,203.694,316.9242,370.7451,477.5,882.0,1210.0,1176.0,15.5,32.0,51.0,59.0,83.0,202.0,281.0,310.0,6.6321,15.3923,22.0068,24.1911,9.2416,15.504,31.008,59.2496,49.0,84.0,168.0,203.0,2.0,4.0,8.0,4.0,12.0,26.0,30.0,0.5625,1.155,2.31,3.405,9.2416,11.628,19.4256,29.6248,49.0,63.0,140.0,101.5,1.5,2.5,4.0,2.5,7.0,13.5,15.0,0.5625,0.86625,1.5375,1.7025,3.3489,33.3792,46.665,65.4408,676.0,1092.0,1560.0,2704.0,10.0,14.0,96.0,168.0,252.0,1.5625,5.625,9.625,14.1,383.3463,881.5344,1638.2748,2290.0796,2586.0,5712.0,9430.0,13780.0,63.0,140.0,254.0,352.0,394.0,1056.0,1780.0,2496.0,28.0909,72.8192,124.1522,175.8444,0.98,1.96,4.83,2.0,4.0,27.0,-2.0,-5.0,1.0,-0.04,-0.08,1.46,0.735,1.21,2.415,1.5,-2.5,13.5,-1.5,-2.5,0.5,-0.03,-0.175,0.73,-7.26,-7.2,-10.14,114.0,200.0,260.0,20.0,32.0,42.0,3.0,4.8,6.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PASDOD,6.0,6.0,374.1685,824.712,1377.8196,1534.7922,1276.0,2994.0,4038.0,3804.0,61.0,126.0,216.0,246.0,342.0,834.0,1128.0,1206.0,22.1829,55.5342,81.8304,86.7798,374.1685,824.712,1377.8196,1534.7922,1276.0,2994.0,4038.0,3804.0,61.0,126.0,216.0,246.0,342.0,834.0,1128.0,1206.0,22.1829,55.5342,81.8304,86.7798,9.2416,15.504,33.5008,34.9904,49.0,84.0,122.5,129.5,2.0,4.5,4.5,4.0,13.0,20.0,18.0,0.5625,1.155,1.99125,1.97625,9.2416,15.504,33.5008,34.9904,49.0,84.0,122.5,129.5,2.0,4.5,4.5,4.0,13.0,20.0,18.0,0.5625,1.155,1.99125,1.97625,3.3489,33.3792,55.998,93.0006,676.0,1092.0,1872.0,1794.0,12.0,21.0,108.0,234.0,252.0,1.5625,5.625,11.55,14.1375,377.5174,891.4704,1767.0636,2502.5598,1952.0,5178.0,9252.0,11634.0,62.0,138.0,270.0,390.0,408.0,1128.0,1986.0,2832.0,23.7454,66.7842,121.8054,174.0498,0.98,2.66,2.17,2.0,14.0,13.0,-2.5,-1.0,0.0,-0.04,0.72,0.74,0.98,2.66,2.17,2.0,14.0,13.0,-2.5,-1.0,0.0,-0.04,0.72,0.74,-7.26,-8.64,-12.39,114.0,240.0,477.0,18.0,33.0,84.0,3.0,5.76,14.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PASDOD01,6.0,6.0,374.1685,824.712,1377.8196,1534.7922,1276.0,2994.0,4038.0,3804.0,61.0,126.0,216.0,246.0,342.0,834.0,1128.0,1206.0,22.1829,55.5342,81.8304,86.7798,374.1685,824.712,1377.8196,1534.7922,1276.0,2994.0,4038.0,3804.0,61.0,126.0,216.0,246.0,342.0,834.0,1128.0,1206.0,22.1829,55.5342,81.8304,86.7798,9.2416,15.504,33.5008,34.9904,49.0,84.0,122.5,129.5,2.0,4.5,4.5,4.0,13.0,20.0,18.0,0.5625,1.155,1.99125,1.97625,9.2416,15.504,33.5008,34.9904,49.0,84.0,122.5,129.5,2.0,4.5,4.5,4.0,13.0,20.0,18.0,0.5625,1.155,1.99125,1.97625,3.3489,33.3792,55.998,93.0006,676.0,1092.0,1872.0,1794.0,12.0,21.0,108.0,234.0,252.0,1.5625,5.625,11.55,14.1375,377.5174,891.4704,1767.0636,2502.5598,1952.0,5178.0,9252.0,11634.0,62.0,138.0,270.0,390.0,408.0,1128.0,1986.0,2832.0,23.7454,66.7842,121.8054,174.0498,0.98,2.66,2.17,2.0,14.0,13.0,-2.5,-1.0,0.0,-0.04,0.72,0.74,0.98,2.66,2.17,2.0,14.0,13.0,-2.5,-1.0,0.0,-0.04,0.72,0.74,-7.26,-8.64,-12.39,114.0,240.0,477.0,18.0,33.0,84.0,3.0,5.76,14.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PASGOF,2.0,1.5,141.896,314.313,560.5628,631.8348,910.0,1608.0,2372.0,2450.0,24.0,50.0,92.0,108.0,142.0,354.0,460.0,416.0,9.5918,23.6698,37.0768,37.569,82.14825,171.4875,288.1246,315.9174,625.5,942.0,1298.0,1225.0,13.5,27.0,47.0,54.0,74.0,181.0,231.0,208.0,5.8938,13.1978,19.3034,18.7845,9.2416,15.504,36.7232,38.2128,49.0,84.0,210.0,217.0,2.0,5.0,5.0,4.0,14.0,22.0,20.0,0.5625,1.155,2.475,2.46,9.2416,11.628,22.2832,19.1064,49.0,63.0,161.0,108.5,1.5,3.0,2.5,2.5,8.0,11.5,10.0,0.5625,0.86625,1.62,1.23,3.3489,33.3792,46.665,79.2024,676.0,1092.0,1560.0,3328.0,10.0,18.0,96.0,192.0,204.0,1.5625,5.625,9.625,15.2,331.9419,752.7084,1523.0764,2098.292,3178.0,5952.0,9782.0,15224.0,55.0,120.0,238.0,340.0,358.0,980.0,1612.0,2056.0,25.1377,64.0412,113.3386,156.418,0.98,3.12,2.63,2.0,5.0,4.0,-3.0,-1.0,0.0,-0.04,0.45,0.47,0.735,1.79,1.315,1.5,-2.0,2.0,-2.0,-0.5,0.0,-0.03,0.09,0.235,-7.26,-7.2,-10.34,114.0,200.0,340.0,20.0,28.0,74.0,3.0,4.8,10.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PASGOF01,2.0,1.5,141.896,314.313,560.5628,631.8348,910.0,1608.0,2372.0,2450.0,24.0,50.0,92.0,108.0,142.0,354.0,460.0,416.0,9.5918,23.6698,37.0768,37.569,82.14825,171.4875,288.1246,315.9174,625.5,942.0,1298.0,1225.0,13.5,27.0,47.0,54.0,74.0,181.0,231.0,208.0,5.8938,13.1978,19.3034,18.7845,9.2416,15.504,36.7232,38.2128,49.0,84.0,210.0,217.0,2.0,5.0,5.0,4.0,14.0,22.0,20.0,0.5625,1.155,2.475,2.46,9.2416,11.628,22.2832,19.1064,49.0,63.0,161.0,108.5,1.5,3.0,2.5,2.5,8.0,11.5,10.0,0.5625,0.86625,1.62,1.23,3.3489,33.3792,46.665,79.2024,676.0,1092.0,1560.0,3328.0,10.0,18.0,96.0,192.0,204.0,1.5625,5.625,9.625,15.2,331.9419,752.7084,1523.0764,2098.292,3178.0,5952.0,9782.0,15224.0,55.0,120.0,238.0,340.0,358.0,980.0,1612.0,2056.0,25.1377,64.0412,113.3386,156.418,0.98,3.12,2.63,2.0,5.0,4.0,-3.0,-1.0,0.0,-0.04,0.45,0.47,0.735,1.79,1.315,1.5,-2.0,2.0,-2.0,-0.5,0.0,-0.03,0.09,0.235,-7.26,-7.2,-10.34,114.0,200.0,340.0,20.0,28.0,74.0,3.0,4.8,10.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEJQIF,1.0,1.0,90.6595,187.1826,292.1386,259.1738,598.0,882.0,1082.0,758.0,13.0,26.0,42.0,40.0,68.0,160.0,190.0,138.0,5.6933,12.3994,17.2174,13.7356,90.6595,187.1826,292.1386,259.1738,598.0,882.0,1082.0,758.0,13.0,26.0,42.0,40.0,68.0,160.0,190.0,138.0,5.6933,12.3994,17.2174,13.7356,9.2416,16.9936,25.1712,7.752,49.0,91.0,105.0,42.0,2.0,3.0,1.0,4.0,10.0,12.0,8.0,0.5625,1.14,1.4025,0.5775,9.2416,16.9936,25.1712,7.752,49.0,91.0,105.0,42.0,2.0,3.0,1.0,4.0,10.0,12.0,8.0,0.5625,1.14,1.4025,0.5775,3.3489,33.3792,61.3782,90.9144,676.0,1092.0,2028.0,2340.0,12.0,18.0,108.0,180.0,216.0,1.5625,5.625,11.4,14.025,547.3059,1189.854,2152.836,2756.4876,4264.0,7476.0,12018.0,14688.0,79.0,168.0,306.0,396.0,474.0,1236.0,1842.0,2208.0,35.7223,85.6464,142.9794,178.8636,0.49,0.84,0.49,1.0,6.0,1.0,-1.0,0.0,-2.0,-0.02,0.38,-0.02,0.49,0.84,0.49,1.0,6.0,1.0,-1.0,0.0,-2.0,-0.02,0.38,-0.02,-7.26,-11.58,-16.74,114.0,234.0,378.0,18.0,42.0,72.0,3.0,5.88,11.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEJQIF01,1.0,1.0,90.6595,187.1826,292.1386,259.1738,598.0,882.0,1082.0,758.0,13.0,26.0,42.0,40.0,68.0,160.0,190.0,138.0,5.6933,12.3994,17.2174,13.7356,90.6595,187.1826,292.1386,259.1738,598.0,882.0,1082.0,758.0,13.0,26.0,42.0,40.0,68.0,160.0,190.0,138.0,5.6933,12.3994,17.2174,13.7356,9.2416,16.9936,25.1712,7.752,49.0,91.0,105.0,42.0,2.0,3.0,1.0,4.0,10.0,12.0,8.0,0.5625,1.14,1.4025,0.5775,9.2416,16.9936,25.1712,7.752,49.0,91.0,105.0,42.0,2.0,3.0,1.0,4.0,10.0,12.0,8.0,0.5625,1.14,1.4025,0.5775,3.3489,33.3792,61.3782,90.9144,676.0,1092.0,2028.0,2340.0,12.0,18.0,108.0,180.0,216.0,1.5625,5.625,11.4,14.025,547.3059,1189.854,2152.836,2756.4876,4264.0,7476.0,12018.0,14688.0,79.0,168.0,306.0,396.0,474.0,1236.0,1842.0,2208.0,35.7223,85.6464,142.9794,178.8636,0.49,0.84,0.49,1.0,6.0,1.0,-1.0,0.0,-2.0,-0.02,0.38,-0.02,0.49,0.84,0.49,1.0,6.0,1.0,-1.0,0.0,-2.0,-0.02,0.38,-0.02,-7.26,-11.58,-16.74,114.0,234.0,378.0,18.0,42.0,72.0,3.0,5.88,11.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIVFEG,1.0,1.0,92.0164,208.2966,317.6626,281.538,346.0,834.0,952.0,618.0,14.0,30.0,48.0,46.0,84.0,224.0,244.0,178.0,5.443,13.8162,18.2464,14.2066,92.0164,208.2966,317.6626,281.538,346.0,834.0,952.0,618.0,14.0,30.0,48.0,46.0,84.0,224.0,244.0,178.0,5.443,13.8162,18.2464,14.2066,9.2416,16.9936,25.1712,7.752,49.0,91.0,105.0,42.0,2.0,3.0,1.0,4.0,10.0,12.0,8.0,0.5625,1.14,1.4025,0.5775,9.2416,16.9936,25.1712,7.752,49.0,91.0,105.0,42.0,2.0,3.0,1.0,4.0,10.0,12.0,8.0,0.5625,1.14,1.4025,0.5775,3.3489,33.3792,61.3782,90.9144,676.0,1092.0,2028.0,2340.0,12.0,18.0,108.0,180.0,216.0,1.5625,5.625,11.4,14.025,555.4473,1316.538,2305.98,2890.6728,2752.0,7188.0,11238.0,13848.0,85.0,192.0,342.0,432.0,570.0,1620.0,2166.0,2448.0,34.2205,94.1472,149.1534,181.6896,0.49,0.84,0.49,1.0,6.0,1.0,-1.0,0.0,-2.0,-0.02,0.38,-0.02,0.49,0.84,0.49,1.0,6.0,1.0,-1.0,0.0,-2.0,-0.02,0.38,-0.02,-7.26,-11.58,-16.74,114.0,234.0,378.0,18.0,42.0,72.0,3.0,5.88,11.28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POGMED,2.0,1.5,152.4923,335.645,518.7542,566.5844,554.0,1286.0,1718.0,1502.0,25.0,52.0,82.0,92.0,134.0,324.0,434.0,412.0,9.7153,23.8552,33.857,33.668,87.4464,182.1535,267.2203,283.2922,447.5,781.0,971.0,751.0,14.0,28.0,42.0,46.0,70.0,166.0,218.0,206.0,5.95555,13.2905,17.6935,16.834,9.2416,15.504,31.4336,29.3056,49.0,84.0,140.0,70.0,2.0,4.0,4.0,4.0,12.0,20.0,10.0,0.5625,1.155,1.995,1.395,9.2416,11.628,18.8936,24.2136,49.0,63.0,122.5,115.5,1.5,2.5,3.0,2.5,7.0,10.5,16.0,0.5625,0.86625,1.3875,1.5675,3.3489,33.3792,46.665,64.6722,676.0,1092.0,1560.0,2236.0,10.0,14.0,96.0,168.0,180.0,1.5625,5.625,9.625,12.05,353.1345,795.3724,1439.4592,1938.7308,2466.0,5308.0,8474.0,11144.0,57.0,124.0,218.0,300.0,342.0,912.0,1504.0,1900.0,25.3847,64.412,106.899,142.316,0.98,1.82,2.52,2.0,8.0,18.0,-2.0,-2.0,3.0,-0.04,0.34,1.14,0.735,1.385,1.155,1.5,0.0,4.5,-1.5,-1.0,-2.0,-0.03,0.025,0.16,-7.26,-7.2,-9.72,114.0,200.0,278.0,20.0,32.0,54.0,3.0,4.8,7.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POGXOA,2.0,1.5,120.2812,264.718,391.182,406.7952,698.0,1324.0,1902.0,1390.0,19.0,40.0,60.0,64.0,100.0,240.0,318.0,288.0,8.4294,19.9904,28.2988,25.8198,71.34085,146.69,203.4342,203.3976,519.5,800.0,1063.0,695.0,11.0,22.0,31.0,32.0,53.0,124.0,160.0,144.0,5.3126,11.3581,14.9144,12.9099,9.2416,15.504,32.5888,37.0576,49.0,84.0,245.0,112.0,2.0,4.0,5.0,4.0,12.0,22.0,16.0,0.5625,1.155,2.4825,1.9725,9.2416,11.628,18.8936,19.0608,49.0,63.0,122.5,73.5,1.5,2.5,2.5,2.5,7.0,10.5,10.0,0.5625,0.86625,1.3875,1.13625,3.3489,33.3792,46.665,66.063,676.0,1092.0,1560.0,3016.0,10.0,14.0,96.0,168.0,192.0,1.5625,5.625,9.625,13.675,288.7123,653.5184,1184.3148,1621.934,2754.0,5384.0,8842.0,12480.0,45.0,100.0,174.0,244.0,274.0,744.0,1276.0,1664.0,22.8129,56.6824,95.7826,129.8696,0.98,1.44,3.01,2.0,-7.0,19.0,-2.0,-3.0,2.0,-0.04,-0.31,1.12,0.735,1.385,1.33,1.5,0.0,7.0,-1.5,-1.0,0.0,-0.03,0.025,0.36,-7.26,-7.2,-10.48,114.0,200.0,248.0,20.0,32.0,52.0,3.0,4.8,6.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POGXUG,2.0,1.5,120.2812,264.718,391.182,406.7952,698.0,1324.0,1902.0,1390.0,19.0,40.0,60.0,64.0,100.0,240.0,318.0,288.0,8.4294,19.9904,28.2988,25.8198,71.2639,146.6135,203.343,203.3976,969.5,908.0,1189.0,695.0,11.0,22.0,31.0,32.0,53.0,124.0,160.0,144.0,5.4652,11.4659,15.0194,12.9099,9.2416,15.504,32.5888,37.0576,49.0,84.0,245.0,112.0,2.0,4.0,5.0,4.0,12.0,22.0,16.0,0.5625,1.155,2.4825,1.9725,9.2416,11.628,18.848,19.0608,49.0,63.0,185.5,73.5,1.5,2.5,2.5,2.5,7.0,10.5,10.0,0.5625,0.86625,1.44,1.13625,3.3489,33.3792,46.665,65.9532,676.0,1092.0,1560.0,3952.0,10.0,14.0,96.0,168.0,192.0,1.5625,5.625,9.625,14.025,288.4045,653.2124,1183.95,1621.7144,4554.0,5816.0,9346.0,14352.0,45.0,100.0,174.0,244.0,274.0,744.0,1276.0,1664.0,23.4233,57.1136,96.2026,130.5696,0.98,1.44,3.01,2.0,-7.0,19.0,-2.0,-3.0,2.0,-0.04,-0.31,1.12,0.735,1.4,1.33,1.5,-9.0,7.0,-1.5,-1.0,0.0,-0.03,-0.045,0.36,-7.26,-7.2,-10.42,114.0,200.0,212.0,20.0,32.0,52.0,3.0,4.8,6.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POHLON,2.0,1.5,131.0314,300.232,459.362,516.7526,562.0,1321.0,1880.0,1943.0,20.0,45.0,68.0,77.0,115.0,286.0,400.0,411.0,9.0004,22.2821,32.4964,34.2317,76.71595,164.447,237.5242,258.3763,451.5,798.5,1052.0,971.5,11.5,24.5,35.0,38.5,60.5,147.0,201.0,205.5,5.5981,12.50395,17.0132,17.11585,9.2416,15.504,29.944,40.6752,49.0,84.0,133.0,189.0,2.0,4.0,5.0,4.0,12.0,20.0,22.0,0.5625,1.155,2.01,2.5575,9.2416,11.628,18.8936,20.3376,49.0,63.0,122.5,94.5,1.5,2.5,2.5,2.5,7.0,10.5,11.0,0.5625,0.86625,1.3875,1.27875,3.3489,33.3792,46.665,62.8788,676.0,1092.0,1560.0,2184.0,10.0,14.0,96.0,168.0,180.0,1.5625,5.625,9.625,12.1,310.2127,724.5464,1320.6748,1835.4804,2482.0,5378.0,8798.0,11922.0,47.0,110.0,190.0,270.0,304.0,836.0,1436.0,1902.0,23.9549,61.2658,104.1778,143.5434,0.98,2.31,1.82,2.0,9.0,8.0,-2.0,-2.0,-1.0,-0.04,0.32,0.34,0.735,1.385,0.91,1.5,0.0,4.0,-1.5,-1.0,-0.5,-0.03,0.025,0.17,-7.26,-7.2,-8.74,114.0,200.0,280.0,20.0,32.0,54.0,3.0,4.8,7.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
