ccdc_id,misc-dent-ax,misc-dent-eq,f-chi-0-ax,f-chi-1-ax,f-chi-2-ax,f-chi-3-ax,f-Z-0-ax,f-Z-1-ax,f-Z-2-ax,f-Z-3-ax,f-I-0-ax,f-I-1-ax,f-I-2-ax,f-I-3-ax,f-T-0-ax,f-T-1-ax,f-T-2-ax,f-T-3-ax,f-S-0-ax,f-S-1-ax,f-S-2-ax,f-S-3-ax,f-chi-0-eq,f-chi-1-eq,f-chi-2-eq,f-chi-3-eq,f-Z-0-eq,f-Z-1-eq,f-Z-2-eq,f-Z-3-eq,f-I-0-eq,f-I-1-eq,f-I-2-eq,f-I-3-eq,f-T-0-eq,f-T-1-eq,f-T-2-eq,f-T-3-eq,f-S-0-eq,f-S-1-eq,f-S-2-eq,f-S-3-eq,lc-chi-0-ax,lc-chi-1-ax,lc-chi-2-ax,lc-chi-3-ax,lc-Z-0-ax,lc-Z-1-ax,lc-Z-2-ax,lc-Z-3-ax,lc-I-1-ax,lc-I-2-ax,lc-I-3-ax,lc-T-0-ax,lc-T-1-ax,lc-T-2-ax,lc-T-3-ax,lc-S-0-ax,lc-S-1-ax,lc-S-2-ax,lc-S-3-ax,lc-chi-0-eq,lc-chi-1-eq,lc-chi-2-eq,lc-chi-3-eq,lc-Z-0-eq,lc-Z-1-eq,lc-Z-2-eq,lc-Z-3-eq,lc-I-1-eq,lc-I-2-eq,lc-I-3-eq,lc-T-0-eq,lc-T-1-eq,lc-T-2-eq,lc-T-3-eq,lc-S-0-eq,lc-S-1-eq,lc-S-2-eq,lc-S-3-eq,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-2-all,mc-I-3-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,D_lc-chi-1-ax,D_lc-chi-2-ax,D_lc-chi-3-ax,D_lc-Z-1-ax,D_lc-Z-2-ax,D_lc-Z-3-ax,D_lc-T-1-ax,D_lc-T-2-ax,D_lc-T-3-ax,D_lc-S-1-ax,D_lc-S-2-ax,D_lc-S-3-ax,D_lc-chi-1-eq,D_lc-chi-2-eq,D_lc-chi-3-eq,D_lc-Z-1-eq,D_lc-Z-2-eq,D_lc-Z-3-eq,D_lc-T-1-eq,D_lc-T-2-eq,D_lc-T-3-eq,D_lc-S-1-eq,D_lc-S-2-eq,D_lc-S-3-eq,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,ion_1,ion_2,ion_3,ion_4,ion_5,ion_6,ion_7,ion_8,ion_9,ion_10,ion_11,ion_12,ion_13,ion_14,ion_15,ion_16,ion_17,ion_18,ion_19,ion_20,ion_21,ion_22,ion_23,ion_24,ion_25,ion_26,ion_27,ion_28,ion_29,ion_30,ion_31,solv_1,solv_2,solv_3,solv_4,solv_5,solv_6,solv_7,solv_8,solv_9,solv_10,solv_11,solv_12,solv_13,solv_14,solv_15,solv_16,solv_17,solv_18,solv_19,solv_20,solv_21
NIQFUP11,6.0,6.0,399.9787,875.925,1454.784,1741.8132,1348.0,3168.0,4236.0,4320.0,67.0,138.0,234.0,282.0,372.0,906.0,1200.0,1338.0,24.4635,61.0302,89.0778,99.8922,399.9787,875.925,1454.784,1741.8132,1348.0,3168.0,4236.0,4320.0,67.0,138.0,234.0,282.0,372.0,906.0,1200.0,1338.0,24.4635,61.0302,89.0778,99.8922,9.2416,15.504,33.288,48.3664,49.0,84.0,136.5,143.5,2.0,4.5,6.5,4.0,13.0,23.0,21.0,0.5625,1.155,2.14875,2.53125,9.2416,15.504,33.288,48.3664,49.0,84.0,136.5,143.5,2.0,4.5,6.5,4.0,13.0,23.0,21.0,0.5625,1.155,2.14875,2.53125,3.3489,33.3792,55.998,92.232,676.0,1092.0,1872.0,2106.0,12.0,21.0,108.0,234.0,306.0,1.5625,5.625,11.55,15.7125,403.3276,942.6834,1844.028,2708.0436,2024.0,5352.0,9450.0,12774.0,68.0,150.0,288.0,426.0,438.0,1200.0,2076.0,3090.0,26.026,72.2802,129.0528,190.3122,0.98,2.73,3.85,2.0,12.0,25.0,-2.5,-2.5,2.5,-0.04,0.51,1.5,0.98,2.73,3.85,2.0,12.0,25.0,-2.5,-2.5,2.5,-0.04,0.51,1.5,-7.26,-8.64,-11.97,114.0,240.0,465.0,18.0,33.0,75.0,3.0,5.76,13.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIXWEZ,3.0,3.0,271.543,623.6772,996.6982,1192.3186,1054.0,2562.0,3766.0,3778.0,44.0,96.0,156.0,190.0,252.0,636.0,928.0,972.0,18.1836,46.1096,70.092,76.6286,271.543,623.6772,996.6982,1192.3186,1054.0,2562.0,3766.0,3778.0,44.0,96.0,156.0,190.0,252.0,636.0,928.0,972.0,18.1836,46.1096,70.092,76.6286,9.2416,16.2488,31.2208,38.6536,49.0,87.5,154.0,164.5,2.0,4.0,5.0,4.0,12.0,22.0,22.0,0.5625,1.1475,2.1525,2.4225,9.2416,15.752267,31.078933,50.621067,49.0,85.166667,163.333333,218.166667,2.0,4.0,6.333333,4.0,12.0,23.333333,27.333333,0.5625,1.1525,2.2575,3.0725,3.3489,33.3792,57.7914,75.1764,676.0,1092.0,1924.0,2288.0,12.0,16.0,108.0,216.0,264.0,1.5625,5.625,11.5,14.35,546.4349,1314.1128,2386.2272,3297.0572,2784.0,7308.0,12850.0,16248.0,89.0,204.0,366.0,508.0,570.0,1560.0,2694.0,3492.0,37.9297,103.4692,180.059,237.2172,0.735,1.89,2.485,1.5,6.0,11.5,-2.0,-3.0,-1.0,-0.03,0.13,0.52,0.898333,1.936667,2.601667,1.833333,4.666667,13.166667,-2.0,-3.666667,-1.0,-0.036667,-0.01,0.653333,-7.26,-9.62,-11.8,114.0,238.0,328.0,18.0,36.0,52.0,3.0,5.8,8.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
NIXXAW,3.0,3.0,303.908,694.5672,1129.2382,1340.7486,1130.0,2754.0,4090.0,4302.0,50.0,108.0,180.0,214.0,288.0,720.0,1048.0,1164.0,19.917,50.7604,77.6176,87.7542,303.908,694.5672,1129.2382,1340.7486,1130.0,2754.0,4090.0,4302.0,50.0,108.0,180.0,214.0,288.0,720.0,1048.0,1164.0,19.917,50.7604,77.6176,87.7542,9.2416,16.2488,31.2208,38.6536,49.0,87.5,154.0,164.5,2.0,4.0,5.0,4.0,12.0,22.0,22.0,0.5625,1.1475,2.1525,2.4225,9.2416,15.752267,31.078933,50.621067,49.0,85.166667,163.333333,218.166667,2.0,4.0,6.333333,4.0,12.0,23.333333,27.333333,0.5625,1.1525,2.2575,3.0725,3.3489,33.3792,57.7914,75.1764,676.0,1092.0,1924.0,2288.0,12.0,16.0,108.0,216.0,264.0,1.5625,5.625,11.5,14.35,611.1649,1455.8928,2651.3072,3593.9172,2936.0,7692.0,13498.0,17296.0,101.0,228.0,414.0,556.0,642.0,1728.0,2934.0,3876.0,41.3965,112.7708,195.1102,259.4684,0.735,1.89,2.485,1.5,6.0,11.5,-2.0,-3.0,-1.0,-0.03,0.13,0.52,0.898333,1.936667,2.601667,1.833333,4.666667,13.166667,-2.0,-3.666667,-1.0,-0.036667,-0.01,0.653333,-7.26,-9.62,-11.8,114.0,238.0,328.0,18.0,36.0,52.0,3.0,5.8,8.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
NIXXEA,3.0,3.0,336.273,765.4572,1261.7782,1489.6686,1206.0,2946.0,4414.0,4926.0,56.0,120.0,204.0,238.0,324.0,804.0,1168.0,1404.0,21.6504,55.4112,85.1432,99.5198,336.273,765.4572,1261.7782,1489.6686,1206.0,2946.0,4414.0,4926.0,56.0,120.0,204.0,238.0,324.0,804.0,1168.0,1404.0,21.6504,55.4112,85.1432,99.5198,9.2416,16.2488,31.2208,38.6536,49.0,87.5,154.0,164.5,2.0,4.0,5.0,4.0,12.0,22.0,22.0,0.5625,1.1475,2.1525,2.4225,9.2416,15.752267,31.078933,50.621067,49.0,85.166667,163.333333,218.166667,2.0,4.0,6.333333,4.0,12.0,23.333333,27.333333,0.5625,1.1525,2.2575,3.0725,3.3489,33.3792,57.7914,75.1764,676.0,1092.0,1924.0,2288.0,12.0,16.0,108.0,216.0,264.0,1.5625,5.625,11.5,14.35,675.8949,1597.6728,2916.3872,3891.7572,3088.0,8076.0,14146.0,18544.0,113.0,252.0,462.0,604.0,714.0,1896.0,3174.0,4356.0,44.8633,122.0724,210.1614,282.9996,0.735,1.89,2.485,1.5,6.0,11.5,-2.0,-3.0,-1.0,-0.03,0.13,0.52,0.898333,1.936667,2.601667,1.833333,4.666667,13.166667,-2.0,-3.666667,-1.0,-0.036667,-0.01,0.653333,-7.26,-9.62,-11.8,114.0,238.0,328.0,18.0,36.0,52.0,3.0,5.8,8.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NOWBIK,2.0,1.5,216.2932,479.196,723.616,868.4292,832.0,1944.0,2572.0,2478.0,36.0,76.0,116.0,144.0,192.0,470.0,632.0,620.0,14.8996,36.3132,51.314,54.7356,119.34685,253.929,369.6512,434.2146,586.5,1110.0,1398.0,1239.0,19.5,40.0,59.0,72.0,99.0,239.0,317.0,310.0,8.5477,19.5195,26.422,27.3678,9.2416,15.504,29.944,37.0576,49.0,84.0,133.0,112.0,2.0,4.0,5.0,4.0,12.0,20.0,16.0,0.5625,1.155,2.01,1.9725,9.2416,11.628,18.8936,22.9368,49.0,63.0,122.5,94.5,1.5,2.5,3.0,2.5,7.0,10.5,13.0,0.5625,0.86625,1.3875,1.425,3.3489,33.3792,46.665,62.8788,676.0,1092.0,1560.0,2184.0,10.0,14.0,96.0,168.0,180.0,1.5625,5.625,9.625,12.1,480.7363,1082.4744,1849.1828,2538.8336,3022.0,6624.0,10182.0,12992.0,79.0,172.0,286.0,404.0,458.0,1204.0,1900.0,2316.0,35.7533,89.328,141.813,184.5512,0.98,2.31,3.01,2.0,9.0,19.0,-2.0,-2.0,2.0,-0.04,0.32,1.12,0.735,1.385,1.575,1.5,0.0,7.5,-1.5,-1.0,-0.5,-0.03,0.025,0.35,-7.26,-7.2,-8.74,114.0,200.0,280.0,20.0,32.0,54.0,3.0,4.8,7.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOWBIK01,2.0,1.5,216.2932,479.196,723.616,868.4292,832.0,1944.0,2572.0,2478.0,36.0,76.0,116.0,144.0,192.0,470.0,632.0,620.0,14.8996,36.3132,51.314,54.7356,119.34685,253.929,369.6512,434.2146,586.5,1110.0,1398.0,1239.0,19.5,40.0,59.0,72.0,99.0,239.0,317.0,310.0,8.5477,19.5195,26.422,27.3678,9.2416,15.504,29.944,37.0576,49.0,84.0,133.0,112.0,2.0,4.0,5.0,4.0,12.0,20.0,16.0,0.5625,1.155,2.01,1.9725,9.2416,11.628,18.8936,22.9368,49.0,63.0,122.5,94.5,1.5,2.5,3.0,2.5,7.0,10.5,13.0,0.5625,0.86625,1.3875,1.425,3.3489,33.3792,46.665,62.8788,676.0,1092.0,1560.0,2184.0,10.0,14.0,96.0,168.0,180.0,1.5625,5.625,9.625,12.1,480.7363,1082.4744,1849.1828,2538.8336,3022.0,6624.0,10182.0,12992.0,79.0,172.0,286.0,404.0,458.0,1204.0,1900.0,2316.0,35.7533,89.328,141.813,184.5512,0.98,2.31,3.01,2.0,9.0,19.0,-2.0,-2.0,2.0,-0.04,0.32,1.12,0.735,1.385,1.575,1.5,0.0,7.5,-1.5,-1.0,-0.5,-0.03,0.025,0.35,-7.26,-7.2,-8.74,114.0,200.0,280.0,20.0,32.0,54.0,3.0,4.8,7.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOZJAN,6.0,6.0,505.0001,1121.796,1911.27,2420.0004,1766.0,4212.0,5700.0,6312.0,83.0,174.0,300.0,390.0,474.0,1182.0,1620.0,1908.0,31.0923,78.4014,117.51,139.4994,505.0001,1121.796,1911.27,2420.0004,1766.0,4212.0,5700.0,6312.0,83.0,174.0,300.0,390.0,474.0,1182.0,1620.0,1908.0,31.0923,78.4014,117.51,139.4994,9.2416,15.504,33.288,46.2992,49.0,84.0,136.5,161.0,2.0,4.5,6.0,4.0,13.0,22.0,21.0,0.5625,1.155,2.14875,2.535,9.2416,15.504,33.288,46.2992,49.0,84.0,136.5,161.0,2.0,4.5,6.0,4.0,13.0,22.0,21.0,0.5625,1.155,2.14875,2.535,3.3489,33.3792,55.998,92.232,676.0,1092.0,1872.0,2106.0,12.0,21.0,108.0,234.0,288.0,1.5625,5.625,11.55,15.7125,508.349,1188.5544,2300.514,3386.2308,2442.0,6396.0,10914.0,14766.0,84.0,186.0,354.0,534.0,540.0,1476.0,2490.0,3624.0,32.6548,89.6514,157.485,229.9194,0.98,2.73,3.01,2.0,12.0,19.0,-2.5,-2.0,1.5,-0.04,0.51,1.12,0.98,2.73,3.01,2.0,12.0,19.0,-2.5,-2.0,1.5,-0.04,0.51,1.12,-7.26,-8.64,-11.97,114.0,240.0,465.0,18.0,33.0,78.0,3.0,5.76,13.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUMBEC,4.0,2.0,231.3039,508.804,843.11,1050.7324,756.0,1780.0,2336.0,2344.0,39.0,80.0,136.0,176.0,216.0,540.0,740.0,808.0,13.8815,34.836,51.2984,57.8824,92.034967,188.709333,291.494267,350.244133,479.333333,777.333333,928.0,781.333333,15.0,29.333333,46.666667,58.666667,76.0,185.333333,248.0,269.333333,6.091033,13.4292,18.119467,19.294133,9.2416,18.316,25.536,32.4368,49.0,70.0,94.5,87.5,2.5,3.5,4.5,6.5,15.0,20.0,19.0,0.5625,1.14375,1.57125,1.69125,9.2416,11.628,20.783467,16.4768,49.0,63.0,124.833333,59.5,1.5,2.833333,2.166667,2.833333,9.333333,12.333333,11.333333,0.5625,0.86625,1.41125,0.94375,3.3489,33.3792,54.717,73.0353,676.0,1092.0,1612.0,1872.0,12.0,17.0,108.0,204.0,168.0,1.5625,5.625,10.55,11.9875,279.4538,632.8864,1261.1648,1975.7726,2114.0,4516.0,7478.0,9728.0,46.0,100.0,194.0,314.0,294.0,840.0,1510.0,2016.0,19.8356,51.5376,92.3334,135.9774,1.575,2.24,3.01,7.5,11.0,19.0,0.5,0.0,2.5,0.35,0.53,1.12,0.735,1.776667,1.166667,1.5,2.0,6.666667,-1.5,1.333333,1.166667,-0.03,0.243333,0.366667,-7.26,-7.94,-8.8,114.0,250.0,370.0,18.0,38.0,74.0,3.0,6.56,11.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUMBEC01,4.0,2.0,231.3039,508.804,843.11,1050.7324,756.0,1780.0,2336.0,2344.0,39.0,80.0,136.0,176.0,216.0,540.0,740.0,808.0,13.8815,34.836,51.2984,57.8824,92.034967,188.709333,291.494267,350.244133,479.333333,777.333333,928.0,781.333333,15.0,29.333333,46.666667,58.666667,76.0,185.333333,248.0,269.333333,6.091033,13.4292,18.119467,19.294133,9.2416,18.316,25.536,32.4368,49.0,70.0,94.5,87.5,2.5,3.5,4.5,6.5,15.0,20.0,19.0,0.5625,1.14375,1.57125,1.69125,9.2416,11.628,20.783467,16.4768,49.0,63.0,124.833333,59.5,1.5,2.833333,2.166667,2.833333,9.333333,12.333333,11.333333,0.5625,0.86625,1.41125,0.94375,3.3489,33.3792,54.717,73.0353,676.0,1092.0,1612.0,1872.0,12.0,17.0,108.0,204.0,168.0,1.5625,5.625,10.55,11.9875,279.4538,632.8864,1261.1648,1975.7726,2114.0,4516.0,7478.0,9728.0,46.0,100.0,194.0,314.0,294.0,840.0,1510.0,2016.0,19.8356,51.5376,92.3334,135.9774,1.575,2.24,3.01,7.5,11.0,19.0,0.5,0.0,2.5,0.35,0.53,1.12,0.735,1.776667,1.166667,1.5,2.0,6.666667,-1.5,1.333333,1.166667,-0.03,0.243333,0.366667,-7.26,-7.94,-8.8,114.0,250.0,370.0,18.0,38.0,74.0,3.0,6.56,11.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUMBEC02,4.0,2.0,231.3039,508.804,843.11,1050.7324,756.0,1780.0,2336.0,2344.0,39.0,80.0,136.0,176.0,216.0,540.0,740.0,808.0,13.8815,34.836,51.2984,57.8824,92.034967,188.709333,291.494267,350.244133,479.333333,777.333333,928.0,781.333333,15.0,29.333333,46.666667,58.666667,76.0,185.333333,248.0,269.333333,6.091033,13.4292,18.119467,19.294133,9.2416,18.316,25.536,32.4368,49.0,70.0,94.5,87.5,2.5,3.5,4.5,6.5,15.0,20.0,19.0,0.5625,1.14375,1.57125,1.69125,9.2416,11.628,20.783467,16.4768,49.0,63.0,124.833333,59.5,1.5,2.833333,2.166667,2.833333,9.333333,12.333333,11.333333,0.5625,0.86625,1.41125,0.94375,3.3489,33.3792,54.717,73.0353,676.0,1092.0,1612.0,1872.0,12.0,17.0,108.0,204.0,168.0,1.5625,5.625,10.55,11.9875,279.4538,632.8864,1261.1648,1975.7726,2114.0,4516.0,7478.0,9728.0,46.0,100.0,194.0,314.0,294.0,840.0,1510.0,2016.0,19.8356,51.5376,92.3334,135.9774,1.575,2.24,3.01,7.5,11.0,19.0,0.5,0.0,2.5,0.35,0.53,1.12,0.735,1.776667,1.166667,1.5,2.0,6.666667,-1.5,1.333333,1.166667,-0.03,0.243333,0.366667,-7.26,-7.94,-8.8,114.0,250.0,370.0,18.0,38.0,74.0,3.0,6.56,11.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OBUJAW,3.0,3.0,314.0848,561.7062,1083.5064,1069.8018,1487.0,2710.0,4998.0,4338.0,35.0,74.0,126.0,138.0,200.0,494.0,690.0,702.0,16.7075,38.6906,62.9394,62.4786,314.0848,561.7062,1083.5064,1069.8018,1487.0,2710.0,4998.0,4338.0,35.0,74.0,126.0,138.0,200.0,494.0,690.0,702.0,16.7075,38.6906,62.9394,62.4786,9.2416,16.9936,29.4576,74.8448,49.0,91.0,161.0,308.0,2.0,4.0,8.0,4.0,12.0,28.0,24.0,0.5625,1.14,2.37,3.555,9.2416,16.9936,29.4576,74.8448,49.0,91.0,161.0,308.0,2.0,4.0,8.0,4.0,12.0,28.0,24.0,0.5625,1.14,2.37,3.555,3.3489,33.3792,61.3782,91.4634,676.0,1092.0,2028.0,3068.0,12.0,20.0,108.0,216.0,408.0,1.5625,5.625,11.4,19.45,631.5185,1190.1708,2567.0172,3120.348,3650.0,7604.0,15522.0,19096.0,71.0,160.0,306.0,412.0,466.0,1276.0,2250.0,3228.0,34.9775,88.6312,165.5538,218.7572,0.49,2.47,-0.3,1.0,5.0,12.0,-2.0,-6.0,4.0,-0.02,-0.16,1.26,0.49,2.47,-0.3,1.0,5.0,12.0,-2.0,-6.0,4.0,-0.02,-0.16,1.26,-7.26,-11.58,-13.38,114.0,234.0,402.0,18.0,36.0,52.0,3.0,5.88,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCEVEA,3.0,3.0,178.8101,399.126,632.9688,656.3044,1138.0,2124.0,3164.0,2464.0,29.0,62.0,100.0,102.0,162.0,390.0,520.0,504.0,12.9819,31.339,46.2524,44.0922,178.8101,399.126,632.9688,656.3044,1138.0,2124.0,3164.0,2464.0,29.0,62.0,100.0,102.0,162.0,390.0,520.0,504.0,12.9819,31.339,46.2524,44.0922,9.2416,15.504,31.0992,43.7456,49.0,84.0,238.0,119.0,2.0,4.0,6.0,4.0,12.0,24.0,18.0,0.5625,1.155,2.4975,2.25,9.2416,15.504,31.0384,51.325333,49.0,84.0,191.333333,198.333333,2.0,4.0,6.666667,4.0,12.0,24.0,26.0,0.5625,1.155,2.3725,3.025,3.3489,33.3792,55.998,74.8836,676.0,1092.0,1872.0,3536.0,12.0,16.0,108.0,216.0,288.0,1.5625,5.625,11.55,16.65,360.9691,865.0104,1655.1816,2194.6512,2952.0,6432.0,11542.0,15976.0,59.0,136.0,254.0,332.0,390.0,1068.0,1886.0,2588.0,27.5263,73.928,132.4798,177.0444,0.98,1.93,3.85,2.0,-6.0,25.0,-2.0,-4.0,3.0,-0.04,-0.33,1.5,0.98,1.95,3.383333,2.0,0.666667,18.333333,-2.0,-4.0,0.333333,-0.04,-0.163333,0.966667,-7.26,-8.64,-11.64,114.0,240.0,280.0,18.0,36.0,48.0,3.0,5.76,6.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCEVEA01,3.0,3.0,178.8101,399.126,632.9688,656.3044,1138.0,2124.0,3164.0,2464.0,29.0,62.0,100.0,102.0,162.0,390.0,520.0,504.0,12.9819,31.339,46.2524,44.0922,178.8101,399.126,632.9688,656.3044,1138.0,2124.0,3164.0,2464.0,29.0,62.0,100.0,102.0,162.0,390.0,520.0,504.0,12.9819,31.339,46.2524,44.0922,9.2416,15.504,31.0992,43.7456,49.0,84.0,238.0,119.0,2.0,4.0,6.0,4.0,12.0,24.0,18.0,0.5625,1.155,2.4975,2.25,9.2416,15.504,31.0384,51.325333,49.0,84.0,191.333333,198.333333,2.0,4.0,6.666667,4.0,12.0,24.0,26.0,0.5625,1.155,2.3725,3.025,3.3489,33.3792,55.998,74.8836,676.0,1092.0,1872.0,3536.0,12.0,16.0,108.0,216.0,288.0,1.5625,5.625,11.55,16.65,360.9691,865.0104,1655.1816,2194.6512,2952.0,6432.0,11542.0,15976.0,59.0,136.0,254.0,332.0,390.0,1068.0,1886.0,2588.0,27.5263,73.928,132.4798,177.0444,0.98,1.93,3.85,2.0,-6.0,25.0,-2.0,-4.0,3.0,-0.04,-0.33,1.5,0.98,1.95,3.383333,2.0,0.666667,18.333333,-2.0,-4.0,0.333333,-0.04,-0.163333,0.966667,-7.26,-8.64,-11.64,114.0,240.0,280.0,18.0,36.0,48.0,3.0,5.76,6.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCOPAA,2.0,2.0,135.2332,307.836,484.936,583.6942,538.0,1296.0,1852.0,1936.0,22.0,48.0,76.0,94.0,124.0,312.0,452.0,476.0,9.335,23.408,34.99,38.5774,135.2332,307.836,484.936,583.6942,538.0,1296.0,1852.0,1936.0,22.0,48.0,76.0,94.0,124.0,312.0,452.0,476.0,9.335,23.408,34.99,38.5774,9.2416,15.504,29.944,39.1856,49.0,84.0,133.0,182.0,2.0,4.0,5.0,4.0,12.0,20.0,24.0,0.5625,1.155,2.01,2.5725,9.2416,15.504,29.944,39.1856,49.0,84.0,133.0,182.0,2.0,4.0,5.0,4.0,12.0,20.0,24.0,0.5625,1.155,2.01,2.5725,3.3489,33.3792,55.998,80.154,676.0,1092.0,1872.0,2028.0,12.0,18.0,108.0,216.0,252.0,1.5625,5.625,11.55,14.325,409.0485,990.2664,1844.052,2693.157,2290.0,6072.0,10770.0,14106.0,67.0,156.0,282.0,420.0,438.0,1224.0,2178.0,3000.0,29.5675,81.474,144.945,203.3772,0.98,2.31,2.31,2.0,9.0,9.0,-2.0,-2.0,-2.0,-0.04,0.32,0.32,0.98,2.31,2.31,2.0,9.0,9.0,-2.0,-2.0,-2.0,-0.04,0.32,0.32,-7.26,-8.64,-10.86,114.0,240.0,390.0,18.0,36.0,66.0,3.0,5.76,11.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OJIVOS,2.0,2.0,147.2139,334.2964,515.9142,585.6132,600.0,1432.0,2010.0,1908.0,23.0,50.0,78.0,92.0,128.0,320.0,454.0,440.0,9.8671,24.4414,35.961,36.928,147.2139,334.2964,515.9142,585.6132,600.0,1432.0,2010.0,1908.0,23.0,50.0,78.0,92.0,128.0,320.0,454.0,440.0,9.8671,24.4414,35.961,36.928,9.2416,15.504,29.944,38.1216,49.0,84.0,133.0,147.0,2.0,4.0,5.0,4.0,12.0,20.0,20.0,0.5625,1.155,2.01,2.2725,9.2416,16.745333,25.612,33.434933,49.0,89.833333,133.0,170.333333,2.0,3.166667,4.166667,4.0,10.333333,18.333333,21.666667,0.5625,1.1425,1.76625,2.29125,3.3489,33.3792,58.6881,70.7661,676.0,1092.0,1950.0,2028.0,12.0,15.0,108.0,198.0,234.0,1.5625,5.625,11.475,12.8625,444.9906,1069.6476,1942.3668,2724.8262,2476.0,6480.0,11400.0,14232.0,70.0,162.0,288.0,408.0,450.0,1242.0,2142.0,2748.0,31.1638,84.5742,147.708,195.054,0.98,2.31,2.66,2.0,9.0,14.0,-2.0,-2.0,0.0,-0.04,0.32,0.72,0.571667,1.201667,1.668333,1.166667,3.166667,4.833333,-1.166667,-2.833333,-2.5,-0.023333,0.02,0.07,-7.26,-10.11,-11.22,114.0,237.0,312.0,18.0,39.0,51.0,3.0,5.82,8.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
