ccdc_id,misc-dent-ax,misc-dent-eq,f-chi-0-ax,f-chi-1-ax,f-chi-2-ax,f-chi-3-ax,f-Z-0-ax,f-Z-1-ax,f-Z-2-ax,f-Z-3-ax,f-I-0-ax,f-I-1-ax,f-I-2-ax,f-I-3-ax,f-T-0-ax,f-T-1-ax,f-T-2-ax,f-T-3-ax,f-S-0-ax,f-S-1-ax,f-S-2-ax,f-S-3-ax,f-chi-0-eq,f-chi-1-eq,f-chi-2-eq,f-chi-3-eq,f-Z-0-eq,f-Z-1-eq,f-Z-2-eq,f-Z-3-eq,f-I-0-eq,f-I-1-eq,f-I-2-eq,f-I-3-eq,f-T-0-eq,f-T-1-eq,f-T-2-eq,f-T-3-eq,f-S-0-eq,f-S-1-eq,f-S-2-eq,f-S-3-eq,lc-chi-0-ax,lc-chi-1-ax,lc-chi-2-ax,lc-chi-3-ax,lc-Z-0-ax,lc-Z-1-ax,lc-Z-2-ax,lc-Z-3-ax,lc-I-1-ax,lc-I-2-ax,lc-I-3-ax,lc-T-0-ax,lc-T-1-ax,lc-T-2-ax,lc-T-3-ax,lc-S-0-ax,lc-S-1-ax,lc-S-2-ax,lc-S-3-ax,lc-chi-0-eq,lc-chi-1-eq,lc-chi-2-eq,lc-chi-3-eq,lc-Z-0-eq,lc-Z-1-eq,lc-Z-2-eq,lc-Z-3-eq,lc-I-1-eq,lc-I-2-eq,lc-I-3-eq,lc-T-0-eq,lc-T-1-eq,lc-T-2-eq,lc-T-3-eq,lc-S-0-eq,lc-S-1-eq,lc-S-2-eq,lc-S-3-eq,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-2-all,mc-I-3-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,D_lc-chi-1-ax,D_lc-chi-2-ax,D_lc-chi-3-ax,D_lc-Z-1-ax,D_lc-Z-2-ax,D_lc-Z-3-ax,D_lc-T-1-ax,D_lc-T-2-ax,D_lc-T-3-ax,D_lc-S-1-ax,D_lc-S-2-ax,D_lc-S-3-ax,D_lc-chi-1-eq,D_lc-chi-2-eq,D_lc-chi-3-eq,D_lc-Z-1-eq,D_lc-Z-2-eq,D_lc-Z-3-eq,D_lc-T-1-eq,D_lc-T-2-eq,D_lc-T-3-eq,D_lc-S-1-eq,D_lc-S-2-eq,D_lc-S-3-eq,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all
KIFLOD,6.000000,6.000000,385.749600,873.069000,1590.608000,2166.536000,1194.000000,3000.000000,4184.000000,4814.000000,66.000000,138.000000,256.000000,362.000000,394.000000,1024.000000,1508.000000,1918.000000,22.533000,59.151400,93.723200,119.825000,385.749600,873.069000,1590.608000,2166.536000,1194.000000,3000.000000,4184.000000,4814.000000,66.000000,138.000000,256.000000,362.000000,394.000000,1024.000000,1508.000000,1918.000000,22.533000,59.151400,93.723200,119.825000,9.241600,19.380000,46.664000,55.054400,49.000000,105.000000,150.500000,150.500000,2.500000,6.500000,7.500000,6.500000,24.000000,38.000000,34.000000,0.562500,1.443750,2.703750,2.808750,9.241600,21.318000,55.024000,57.896800,49.000000,115.500000,159.250000,180.250000,2.750000,7.750000,7.750000,7.750000,30.000000,44.500000,41.000000,0.562500,1.588125,3.050625,3.099375,3.348900,33.379200,74.664000,132.675000,676.000000,1092.000000,2496.000000,1612.000000,16.000000,32.000000,132.000000,360.000000,276.000000,1.562500,5.625000,15.400000,17.800000,389.098500,939.827400,2017.184000,3362.734000,1870.000000,5184.000000,10646.000000,13092.000000,67.000000,150.000000,318.000000,548.000000,468.000000,1408.000000,2814.000000,4272.000000,24.095500,70.401400,141.398200,226.030000,1.225000,4.410000,4.690000,2.500000,24.000000,31.000000,-2.500000,3.000000,6.500000,-0.050000,1.270000,1.880000,1.347500,5.460000,4.515000,2.750000,31.500000,28.500000,-2.750000,6.500000,7.250000,-0.055000,1.745000,1.680000,-7.260000,-11.520000,-13.940000,114.000000,320.000000,770.000000,14.000000,36.000000,146.000000,3.000000,7.680000,25.760000
KIFLUJ,6.000000,6.000000,385.749600,873.069000,1590.608000,2166.536000,1194.000000,3000.000000,4184.000000,4814.000000,66.000000,138.000000,256.000000,362.000000,394.000000,1024.000000,1508.000000,1918.000000,22.533000,59.151400,93.723200,119.825000,385.749600,873.069000,1590.608000,2166.536000,1194.000000,3000.000000,4184.000000,4814.000000,66.000000,138.000000,256.000000,362.000000,394.000000,1024.000000,1508.000000,1918.000000,22.533000,59.151400,93.723200,119.825000,9.241600,19.380000,46.664000,55.054400,49.000000,105.000000,150.500000,150.500000,2.500000,6.500000,7.500000,6.500000,24.000000,38.000000,34.000000,0.562500,1.443750,2.703750,2.808750,9.241600,21.318000,55.024000,57.896800,49.000000,115.500000,159.250000,180.250000,2.750000,7.750000,7.750000,7.750000,30.000000,44.500000,41.000000,0.562500,1.588125,3.050625,3.099375,3.348900,33.379200,74.664000,132.675000,676.000000,1092.000000,2496.000000,1612.000000,16.000000,32.000000,132.000000,360.000000,276.000000,1.562500,5.625000,15.400000,17.800000,389.098500,939.827400,2017.184000,3362.734000,1870.000000,5184.000000,10646.000000,13092.000000,67.000000,150.000000,318.000000,548.000000,468.000000,1408.000000,2814.000000,4272.000000,24.095500,70.401400,141.398200,226.030000,1.225000,4.410000,4.690000,2.500000,24.000000,31.000000,-2.500000,3.000000,6.500000,-0.050000,1.270000,1.880000,1.347500,5.460000,4.515000,2.750000,31.500000,28.500000,-2.750000,6.500000,7.250000,-0.055000,1.745000,1.680000,-7.260000,-11.520000,-13.940000,114.000000,320.000000,770.000000,14.000000,36.000000,146.000000,3.000000,7.680000,25.760000
KIFMAQ,6.000000,6.000000,385.749600,873.069000,1590.608000,2166.536000,1194.000000,3000.000000,4184.000000,4814.000000,66.000000,138.000000,256.000000,362.000000,394.000000,1024.000000,1508.000000,1918.000000,22.533000,59.151400,93.723200,119.825000,385.749600,873.069000,1590.608000,2166.536000,1194.000000,3000.000000,4184.000000,4814.000000,66.000000,138.000000,256.000000,362.000000,394.000000,1024.000000,1508.000000,1918.000000,22.533000,59.151400,93.723200,119.825000,9.241600,19.380000,46.664000,55.054400,49.000000,105.000000,150.500000,150.500000,2.500000,6.500000,7.500000,6.500000,24.000000,38.000000,34.000000,0.562500,1.443750,2.703750,2.808750,9.241600,21.318000,55.024000,57.896800,49.000000,115.500000,159.250000,180.250000,2.750000,7.750000,7.750000,7.750000,30.000000,44.500000,41.000000,0.562500,1.588125,3.050625,3.099375,3.348900,33.379200,74.664000,132.675000,676.000000,1092.000000,2496.000000,1612.000000,16.000000,32.000000,132.000000,360.000000,276.000000,1.562500,5.625000,15.400000,17.800000,389.098500,939.827400,2017.184000,3362.734000,1870.000000,5184.000000,10646.000000,13092.000000,67.000000,150.000000,318.000000,548.000000,468.000000,1408.000000,2814.000000,4272.000000,24.095500,70.401400,141.398200,226.030000,1.225000,4.410000,4.690000,2.500000,24.000000,31.000000,-2.500000,3.000000,6.500000,-0.050000,1.270000,1.880000,1.347500,5.460000,4.515000,2.750000,31.500000,28.500000,-2.750000,6.500000,7.250000,-0.055000,1.745000,1.680000,-7.260000,-11.520000,-13.940000,114.000000,320.000000,770.000000,14.000000,36.000000,146.000000,3.000000,7.680000,25.760000
KIFMAQ01,6.000000,6.000000,385.749600,873.069000,1590.608000,2166.536000,1194.000000,3000.000000,4184.000000,4814.000000,66.000000,138.000000,256.000000,362.000000,394.000000,1024.000000,1508.000000,1918.000000,22.533000,59.151400,93.723200,119.825000,385.749600,873.069000,1590.608000,2166.536000,1194.000000,3000.000000,4184.000000,4814.000000,66.000000,138.000000,256.000000,362.000000,394.000000,1024.000000,1508.000000,1918.000000,22.533000,59.151400,93.723200,119.825000,9.241600,19.380000,46.664000,55.054400,49.000000,105.000000,150.500000,150.500000,2.500000,6.500000,7.500000,6.500000,24.000000,38.000000,34.000000,0.562500,1.443750,2.703750,2.808750,9.241600,21.318000,55.024000,57.896800,49.000000,115.500000,159.250000,180.250000,2.750000,7.750000,7.750000,7.750000,30.000000,44.500000,41.000000,0.562500,1.588125,3.050625,3.099375,3.348900,33.379200,74.664000,132.675000,676.000000,1092.000000,2496.000000,1612.000000,16.000000,32.000000,132.000000,360.000000,276.000000,1.562500,5.625000,15.400000,17.800000,389.098500,939.827400,2017.184000,3362.734000,1870.000000,5184.000000,10646.000000,13092.000000,67.000000,150.000000,318.000000,548.000000,468.000000,1408.000000,2814.000000,4272.000000,24.095500,70.401400,141.398200,226.030000,1.225000,4.410000,4.690000,2.500000,24.000000,31.000000,-2.500000,3.000000,6.500000,-0.050000,1.270000,1.880000,1.347500,5.460000,4.515000,2.750000,31.500000,28.500000,-2.750000,6.500000,7.250000,-0.055000,1.745000,1.680000,-7.260000,-11.520000,-13.940000,114.000000,320.000000,770.000000,14.000000,36.000000,146.000000,3.000000,7.680000,25.760000
KOKKUR,3.000000,3.000000,186.081400,417.711200,660.357000,765.075400,712.000000,1694.000000,2328.000000,2140.000000,30.000000,64.000000,102.000000,122.000000,166.000000,412.000000,570.000000,564.000000,12.193400,30.277200,44.305400,45.737800,186.081400,417.711200,660.357000,765.075400,712.000000,1694.000000,2328.000000,2140.000000,30.000000,64.000000,102.000000,122.000000,166.000000,412.000000,570.000000,564.000000,12.193400,30.277200,44.305400,45.737800,9.241600,15.504000,29.944000,40.933600,49.000000,84.000000,133.000000,133.000000,2.000000,4.000000,5.500000,4.000000,12.000000,21.000000,20.000000,0.562500,1.155000,2.010000,2.261250,9.241600,16.497067,30.653333,47.976267,49.000000,88.666667,156.333333,151.666667,2.000000,4.000000,6.500000,4.000000,12.000000,24.333333,22.666667,0.562500,1.145000,2.210000,2.638750,3.348900,33.379200,57.791400,81.435000,676.000000,1092.000000,1924.000000,2288.000000,12.000000,18.000000,108.000000,216.000000,288.000000,1.562500,5.625000,11.500000,15.325000,375.511700,902.180800,1713.544800,2486.096000,2100.000000,5572.000000,9974.000000,13140.000000,61.000000,140.000000,258.000000,380.000000,398.000000,1112.000000,1978.000000,2736.000000,25.949300,71.804400,128.485800,179.695600,0.980000,2.310000,3.255000,2.000000,9.000000,19.500000,-2.000000,-2.500000,1.000000,-0.040000,0.320000,1.110000,0.653333,2.076667,3.978333,1.333333,5.666667,23.833333,-2.000000,-4.166667,1.666667,-0.026667,0.053333,1.356667,-7.260000,-9.620000,-11.560000,114.000000,238.000000,380.000000,18.000000,36.000000,60.000000,3.000000,5.800000,10.240000
KOKKUR02,3.000000,3.000000,186.081400,417.711200,660.357000,765.075400,712.000000,1694.000000,2328.000000,2140.000000,30.000000,64.000000,102.000000,122.000000,166.000000,412.000000,570.000000,564.000000,12.193400,30.277200,44.305400,45.737800,186.081400,417.711200,660.357000,765.075400,712.000000,1694.000000,2328.000000,2140.000000,30.000000,64.000000,102.000000,122.000000,166.000000,412.000000,570.000000,564.000000,12.193400,30.277200,44.305400,45.737800,9.241600,15.504000,29.944000,40.933600,49.000000,84.000000,133.000000,133.000000,2.000000,4.000000,5.500000,4.000000,12.000000,21.000000,20.000000,0.562500,1.155000,2.010000,2.261250,9.241600,16.497067,30.653333,47.976267,49.000000,88.666667,156.333333,151.666667,2.000000,4.000000,6.500000,4.000000,12.000000,24.333333,22.666667,0.562500,1.145000,2.210000,2.638750,3.348900,33.379200,57.791400,81.435000,676.000000,1092.000000,1924.000000,2288.000000,12.000000,18.000000,108.000000,216.000000,288.000000,1.562500,5.625000,11.500000,15.325000,375.511700,902.180800,1713.544800,2486.096000,2100.000000,5572.000000,9974.000000,13140.000000,61.000000,140.000000,258.000000,380.000000,398.000000,1112.000000,1978.000000,2736.000000,25.949300,71.804400,128.485800,179.695600,0.980000,2.310000,3.255000,2.000000,9.000000,19.500000,-2.000000,-2.500000,1.000000,-0.040000,0.320000,1.110000,0.653333,2.076667,3.978333,1.333333,5.666667,23.833333,-2.000000,-4.166667,1.666667,-0.026667,0.053333,1.356667,-7.260000,-9.620000,-11.560000,114.000000,238.000000,380.000000,18.000000,36.000000,60.000000,3.000000,5.800000,10.240000
KUHRUC,1.000000,4.000000,22.400500,28.662000,15.686400,0.000000,341.000000,276.000000,224.000000,0.000000,3.000000,4.000000,2.000000,0.000000,6.000000,8.000000,2.000000,0.000000,2.195800,2.725800,1.530000,0.000000,295.304600,661.855000,1046.980800,1269.802200,1106.000000,2620.000000,3720.000000,3834.000000,48.000000,102.000000,164.000000,200.000000,266.000000,654.000000,908.000000,982.000000,19.156800,47.756600,70.115600,78.960000,9.241600,7.752000,7.843200,0.000000,49.000000,42.000000,112.000000,0.000000,1.000000,1.000000,0.000000,1.000000,2.000000,1.000000,0.000000,0.562500,0.577500,0.765000,0.000000,9.241600,15.504000,31.965600,44.596800,49.000000,84.000000,157.500000,168.000000,2.000000,4.000000,6.000000,4.000000,12.000000,22.000000,26.000000,0.562500,1.155000,2.145000,2.707500,3.348900,33.379200,46.665000,65.953200,676.000000,1092.000000,1560.000000,2496.000000,10.000000,14.000000,96.000000,168.000000,204.000000,1.562500,5.625000,9.625000,13.050000,343.454500,785.937400,1448.931600,2065.401400,2464.000000,5356.000000,8758.000000,12424.000000,55.000000,122.000000,218.000000,314.000000,340.000000,918.000000,1552.000000,2106.000000,25.110900,64.458200,109.300600,154.755000,0.490000,0.460000,0.000000,1.000000,-9.000000,0.000000,-1.000000,0.000000,0.000000,-0.020000,-0.270000,0.000000,0.980000,1.645000,3.570000,2.000000,5.500000,18.000000,-2.000000,-3.000000,-1.000000,-0.040000,0.140000,0.890000,-7.260000,-7.200000,-10.420000,114.000000,200.000000,268.000000,20.000000,32.000000,50.000000,3.000000,4.800000,7.060000
KULTAO04,2.000000,1.500000,267.777600,570.602000,975.759600,1127.858200,1170.000000,2570.000000,4200.000000,4390.000000,38.000000,84.000000,138.000000,170.000000,222.000000,564.000000,842.000000,948.000000,17.126200,42.489200,66.998200,76.008600,145.089050,299.632000,495.723000,563.929100,755.500000,1423.000000,2212.000000,2195.000000,20.500000,44.000000,70.000000,85.000000,114.000000,286.000000,422.000000,474.000000,9.661000,22.607500,34.264100,38.004300,9.241600,15.504000,29.944000,39.185600,49.000000,84.000000,133.000000,182.000000,2.000000,4.000000,5.000000,4.000000,12.000000,20.000000,24.000000,0.562500,1.155000,2.010000,2.572500,9.241600,11.628000,18.893600,19.592800,49.000000,63.000000,122.500000,91.000000,1.500000,2.500000,2.500000,2.500000,7.000000,10.500000,12.000000,0.562500,0.866250,1.387500,1.286250,3.348900,33.379200,46.665000,62.878800,676.000000,1092.000000,1560.000000,2184.000000,10.000000,14.000000,96.000000,168.000000,180.000000,1.562500,5.625000,9.625000,12.100000,583.705100,1265.286400,2353.470000,3057.691600,3698.000000,7876.000000,13438.000000,16816.000000,83.000000,188.000000,330.000000,456.000000,518.000000,1392.000000,2320.000000,2984.000000,40.206500,101.680000,173.181400,227.097200,0.980000,2.310000,2.310000,2.000000,9.000000,9.000000,-2.000000,-2.000000,-2.000000,-0.040000,0.320000,0.320000,0.735000,1.385000,1.155000,1.500000,0.000000,4.500000,-1.500000,-1.000000,-1.000000,-0.030000,0.025000,0.160000,-7.260000,-7.200000,-8.740000,114.000000,200.000000,280.000000,20.000000,32.000000,54.000000,3.000000,4.800000,7.820000
KULTAO05,2.000000,1.500000,267.777600,570.602000,975.759600,1127.858200,1170.000000,2570.000000,4200.000000,4390.000000,38.000000,84.000000,138.000000,170.000000,222.000000,564.000000,842.000000,948.000000,17.126200,42.489200,66.998200,76.008600,145.089050,299.632000,495.723000,563.929100,755.500000,1423.000000,2212.000000,2195.000000,20.500000,44.000000,70.000000,85.000000,114.000000,286.000000,422.000000,474.000000,9.661000,22.607500,34.264100,38.004300,9.241600,15.504000,29.944000,39.185600,49.000000,84.000000,133.000000,182.000000,2.000000,4.000000,5.000000,4.000000,12.000000,20.000000,24.000000,0.562500,1.155000,2.010000,2.572500,9.241600,11.628000,18.893600,19.592800,49.000000,63.000000,122.500000,91.000000,1.500000,2.500000,2.500000,2.500000,7.000000,10.500000,12.000000,0.562500,0.866250,1.387500,1.286250,3.348900,33.379200,46.665000,62.878800,676.000000,1092.000000,1560.000000,2184.000000,10.000000,14.000000,96.000000,168.000000,180.000000,1.562500,5.625000,9.625000,12.100000,583.705100,1265.286400,2353.470000,3057.691600,3698.000000,7876.000000,13438.000000,16816.000000,83.000000,188.000000,330.000000,456.000000,518.000000,1392.000000,2320.000000,2984.000000,40.206500,101.680000,173.181400,227.097200,0.980000,2.310000,2.310000,2.000000,9.000000,9.000000,-2.000000,-2.000000,-2.000000,-0.040000,0.320000,0.320000,0.735000,1.385000,1.155000,1.500000,0.000000,4.500000,-1.500000,-1.000000,-1.000000,-0.030000,0.025000,0.160000,-7.260000,-7.200000,-8.740000,114.000000,200.000000,280.000000,20.000000,32.000000,54.000000,3.000000,4.800000,7.820000
LAGJEK01,1.000000,1.000000,69.331400,146.841600,210.886600,142.768000,272.000000,594.000000,694.000000,286.000000,10.000000,20.000000,30.000000,22.000000,50.000000,112.000000,130.000000,78.000000,3.983400,9.119200,11.622200,7.364200,69.331400,146.841600,210.886600,142.768000,272.000000,594.000000,694.000000,286.000000,10.000000,20.000000,30.000000,22.000000,50.000000,112.000000,130.000000,78.000000,3.983400,9.119200,11.622200,7.364200,9.241600,16.993600,25.171200,7.752000,49.000000,91.000000,105.000000,42.000000,2.000000,3.000000,1.000000,4.000000,10.000000,12.000000,8.000000,0.562500,1.140000,1.402500,0.577500,9.241600,16.993600,25.171200,7.752000,49.000000,91.000000,105.000000,42.000000,2.000000,3.000000,1.000000,4.000000,10.000000,12.000000,8.000000,0.562500,1.140000,1.402500,0.577500,3.348900,33.379200,61.378200,90.914400,676.000000,1092.000000,2028.000000,2340.000000,12.000000,18.000000,108.000000,180.000000,216.000000,1.562500,5.625000,11.400000,14.025000,419.337300,947.808000,1665.324000,2058.052800,2308.000000,5748.000000,9690.000000,11856.000000,61.000000,132.000000,234.000000,288.000000,366.000000,948.000000,1482.000000,1848.000000,25.462900,65.965200,109.408200,140.635200,0.490000,0.840000,0.490000,1.000000,6.000000,1.000000,-1.000000,0.000000,-2.000000,-0.020000,0.380000,-0.020000,0.490000,0.840000,0.490000,1.000000,6.000000,1.000000,-1.000000,0.000000,-2.000000,-0.020000,0.380000,-0.020000,-7.260000,-11.580000,-16.740000,114.000000,234.000000,378.000000,18.000000,42.000000,72.000000,3.000000,5.880000,11.280000
LAGJEK02,1.000000,1.000000,69.331400,146.841600,210.886600,142.768000,272.000000,594.000000,694.000000,286.000000,10.000000,20.000000,30.000000,22.000000,50.000000,112.000000,130.000000,78.000000,3.983400,9.119200,11.622200,7.364200,69.331400,146.841600,210.886600,142.768000,272.000000,594.000000,694.000000,286.000000,10.000000,20.000000,30.000000,22.000000,50.000000,112.000000,130.000000,78.000000,3.983400,9.119200,11.622200,7.364200,9.241600,16.993600,25.171200,7.752000,49.000000,91.000000,105.000000,42.000000,2.000000,3.000000,1.000000,4.000000,10.000000,12.000000,8.000000,0.562500,1.140000,1.402500,0.577500,9.241600,16.993600,25.171200,7.752000,49.000000,91.000000,105.000000,42.000000,2.000000,3.000000,1.000000,4.000000,10.000000,12.000000,8.000000,0.562500,1.140000,1.402500,0.577500,3.348900,33.379200,61.378200,90.914400,676.000000,1092.000000,2028.000000,2340.000000,12.000000,18.000000,108.000000,180.000000,216.000000,1.562500,5.625000,11.400000,14.025000,419.337300,947.808000,1665.324000,2058.052800,2308.000000,5748.000000,9690.000000,11856.000000,61.000000,132.000000,234.000000,288.000000,366.000000,948.000000,1482.000000,1848.000000,25.462900,65.965200,109.408200,140.635200,0.490000,0.840000,0.490000,1.000000,6.000000,1.000000,-1.000000,0.000000,-2.000000,-0.020000,0.380000,-0.020000,0.490000,0.840000,0.490000,1.000000,6.000000,1.000000,-1.000000,0.000000,-2.000000,-0.020000,0.380000,-0.020000,-7.260000,-11.580000,-16.740000,114.000000,234.000000,378.000000,18.000000,42.000000,72.000000,3.000000,5.880000,11.280000
LAQYIM,3.000000,3.000000,161.295500,365.332400,557.690000,597.712400,650.000000,1532.000000,2120.000000,1796.000000,25.000000,54.000000,84.000000,94.000000,138.000000,342.000000,476.000000,424.000000,10.566500,26.136600,38.225200,36.253000,161.295500,365.332400,557.690000,597.712400,650.000000,1532.000000,2120.000000,1796.000000,25.000000,54.000000,84.000000,94.000000,138.000000,342.000000,476.000000,424.000000,10.566500,26.136600,38.225200,36.253000,9.241600,16.993600,29.944000,30.369600,49.000000,91.000000,133.000000,105.000000,2.000000,4.000000,4.000000,4.000000,12.000000,20.000000,14.000000,0.562500,1.140000,2.010000,1.695000,9.241600,16.000533,30.653333,46.866667,49.000000,86.333333,156.333333,193.666667,2.000000,4.000000,6.000000,4.000000,12.000000,22.666667,24.666667,0.562500,1.150000,2.210000,2.840000,3.348900,33.379200,59.584800,72.102000,676.000000,1092.000000,1976.000000,1976.000000,12.000000,16.000000,108.000000,216.000000,240.000000,1.562500,5.625000,11.450000,13.400000,325.939900,797.423200,1511.797600,2131.488000,1976.000000,5248.000000,9662.000000,11800.000000,51.000000,120.000000,222.000000,316.000000,342.000000,972.000000,1782.000000,2316.000000,22.695500,63.523200,116.225400,154.266000,0.490000,2.310000,2.170000,1.000000,9.000000,13.000000,-2.000000,-2.000000,1.000000,-0.020000,0.320000,0.740000,0.816667,2.076667,2.823333,1.666667,5.666667,14.333333,-2.000000,-3.333333,-0.333333,-0.033333,0.053333,0.713333,-7.260000,-10.600000,-10.120000,114.000000,236.000000,340.000000,18.000000,36.000000,56.000000,3.000000,5.840000,9.280000
LARZAF,3.000000,3.000000,157.093700,352.888400,534.036800,517.676800,674.000000,1556.000000,2156.000000,1768.000000,23.000000,50.000000,76.000000,78.000000,126.000000,306.000000,416.000000,364.000000,10.231900,24.873800,35.734800,32.194600,157.093700,352.888400,534.036800,517.676800,674.000000,1556.000000,2156.000000,1768.000000,23.000000,50.000000,76.000000,78.000000,126.000000,306.000000,416.000000,364.000000,10.231900,24.873800,35.734800,32.194600,9.241600,15.504000,32.923200,23.681600,49.000000,84.000000,147.000000,98.000000,2.000000,4.000000,3.000000,4.000000,12.000000,18.000000,12.000000,0.562500,1.155000,1.980000,1.417500,9.241600,15.504000,31.646400,46.623467,49.000000,84.000000,161.000000,200.666667,2.000000,4.000000,5.666667,4.000000,12.000000,22.000000,21.333333,0.562500,1.155000,2.200000,2.727500,3.348900,33.379200,55.998000,79.275600,676.000000,1092.000000,1872.000000,2184.000000,12.000000,16.000000,108.000000,216.000000,216.000000,1.562500,5.625000,11.550000,13.200000,317.536300,772.535200,1457.317600,1926.180000,2024.000000,5296.000000,9526.000000,11880.000000,47.000000,112.000000,206.000000,284.000000,318.000000,900.000000,1654.000000,2132.000000,22.026300,60.997600,111.444600,146.349200,0.980000,1.330000,1.330000,2.000000,7.000000,7.000000,-2.000000,-1.000000,0.000000,-0.040000,0.360000,0.360000,0.980000,1.750000,1.890000,2.000000,5.000000,11.000000,-2.000000,-3.000000,0.666667,-0.040000,0.066667,0.613333,-7.260000,-8.640000,-14.040000,114.000000,240.000000,332.000000,18.000000,36.000000,60.000000,3.000000,5.760000,9.440000
LAYQUY,2.000000,1.500000,113.624800,252.230200,378.615000,397.229200,442.000000,1024.000000,1350.000000,1078.000000,18.000000,38.000000,58.000000,64.000000,96.000000,234.000000,314.000000,268.000000,7.389000,18.019400,25.473400,23.271600,68.012650,140.446100,197.150700,198.614600,391.500000,650.000000,787.000000,539.000000,10.500000,21.000000,30.000000,32.000000,51.000000,121.000000,158.000000,134.000000,4.792400,10.372600,13.501700,11.635800,9.241600,16.993600,29.944000,30.369600,49.000000,91.000000,133.000000,105.000000,2.000000,4.000000,4.000000,4.000000,12.000000,20.000000,14.000000,0.562500,1.140000,2.010000,1.695000,9.241600,11.628000,18.893600,19.060800,49.000000,63.000000,122.500000,73.500000,1.500000,2.500000,2.500000,2.500000,7.000000,10.500000,10.000000,0.562500,0.866250,1.387500,1.136250,3.348900,33.379200,48.458400,62.878800,676.000000,1092.000000,1612.000000,2184.000000,10.000000,14.000000,96.000000,168.000000,180.000000,1.562500,5.625000,9.575000,12.100000,275.399500,628.542800,1162.767600,1626.225600,2242.000000,4784.000000,7842.000000,10332.000000,43.000000,96.000000,170.000000,244.000000,266.000000,732.000000,1264.000000,1596.000000,20.732100,52.740400,90.031800,121.323200,0.490000,2.310000,2.170000,1.000000,9.000000,13.000000,-2.000000,-2.000000,1.000000,-0.020000,0.320000,0.740000,0.735000,1.385000,1.330000,1.500000,0.000000,7.000000,-1.500000,-1.000000,0.000000,-0.030000,0.025000,0.360000,-7.260000,-8.180000,-8.740000,114.000000,198.000000,280.000000,20.000000,32.000000,54.000000,3.000000,4.840000,7.820000
LAYRAF,2.000000,1.500000,113.624800,251.750000,381.594200,400.208400,442.000000,1022.000000,1364.000000,1092.000000,18.000000,38.000000,58.000000,64.000000,96.000000,234.000000,314.000000,268.000000,7.389000,18.018600,25.443400,23.241600,68.012650,140.206000,198.640300,200.104200,391.500000,649.000000,794.000000,546.000000,10.500000,21.000000,30.000000,32.000000,51.000000,121.000000,158.000000,134.000000,4.792400,10.372200,13.486700,11.620800,9.241600,15.504000,31.433600,30.369600,49.000000,84.000000,140.000000,105.000000,2.000000,4.000000,4.000000,4.000000,12.000000,20.000000,14.000000,0.562500,1.155000,1.995000,1.695000,9.241600,11.628000,18.893600,19.805600,49.000000,63.000000,122.500000,77.000000,1.500000,2.500000,2.500000,2.500000,7.000000,10.500000,10.000000,0.562500,0.866250,1.387500,1.128750,3.348900,33.379200,46.665000,64.672200,676.000000,1092.000000,1560.000000,2236.000000,10.000000,14.000000,96.000000,168.000000,180.000000,1.562500,5.625000,9.625000,12.050000,275.399500,627.582400,1165.139200,1605.978800,2242.000000,4780.000000,7766.000000,10324.000000,43.000000,96.000000,170.000000,244.000000,266.000000,732.000000,1264.000000,1596.000000,20.732100,52.738800,90.071800,121.463200,0.980000,1.820000,2.170000,2.000000,8.000000,13.000000,-2.000000,-2.000000,1.000000,-0.040000,0.340000,0.740000,0.735000,1.385000,1.085000,1.500000,0.000000,6.500000,-1.500000,-1.000000,0.000000,-0.030000,0.025000,0.370000,-7.260000,-7.200000,-9.720000,114.000000,200.000000,278.000000,20.000000,32.000000,54.000000,3.000000,4.800000,7.860000
