ccdc_id,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-2-all,mc-I-3-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,ion_1,ion_2,ion_3,ion_4,ion_5,ion_6,ion_7,ion_8,ion_9,ion_10,ion_11,ion_12,ion_13,ion_14,ion_15,ion_16,ion_17,ion_18,ion_19,ion_20,ion_21,ion_22,ion_23,ion_24,ion_25,ion_26,ion_27,ion_28,ion_29,ion_30,ion_31,solv_1,solv_2,solv_3,solv_4,solv_5,solv_6,solv_7,solv_8,solv_9,solv_10,solv_11,solv_12,solv_13,solv_14,solv_15,solv_16,solv_17,solv_18,solv_19,solv_20,solv_21
GIVZIV,3.3489,33.3792,59.5848,72.102,676.0,1092.0,1976.0,1976.0,12.0,16.0,108.0,216.0,240.0,1.5625,5.625,11.45,13.4,325.9399,797.4232,1511.7976,2131.488,1976.0,5248.0,9662.0,11800.0,51.0,120.0,222.0,316.0,342.0,972.0,1782.0,2316.0,22.6955,63.5232,116.2254,154.266,-7.26,-10.6,-10.12,114.0,236.0,340.0,18.0,36.0,56.0,3.0,5.84,9.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
GOGDUB,3.3489,33.3792,55.998,83.2284,676.0,1092.0,1872.0,2340.0,12.0,18.0,108.0,216.0,276.0,1.5625,5.625,11.55,15.275,414.5267,1004.5744,1866.6508,2758.0548,2316.0,6124.0,10894.0,14796.0,67.0,156.0,282.0,424.0,438.0,1224.0,2178.0,3052.0,29.5067,81.3212,144.6698,205.764,-7.26,-8.64,-12.54,114.0,240.0,378.0,18.0,36.0,62.0,3.0,5.76,10.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HAPDOU,3.3489,33.3792,46.665,64.1598,676.0,1092.0,1560.0,2444.0,10.0,14.0,96.0,168.0,204.0,1.5625,5.625,9.625,13.1,527.0885,1240.1154,2304.0108,3233.9636,3224.0,7392.0,12190.0,17268.0,85.0,194.0,354.0,504.0,548.0,1486.0,2512.0,3448.0,38.2787,100.8934,173.7862,244.5828,-7.26,-7.2,-9.44,114.0,200.0,270.0,20.0,32.0,50.0,3.0,4.8,7.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HAXHIY,3.3489,33.3792,60.6645,98.6187,676.0,1092.0,2028.0,1664.0,13.0,23.0,114.0,264.0,228.0,1.5625,5.625,12.5125,14.6125,406.2142,939.3174,1799.4334,2743.4664,2141.0,5532.0,9880.0,12106.0,67.0,148.0,278.0,438.0,426.0,1206.0,2214.0,3070.0,27.2267,73.5276,131.5182,192.7094,-7.26,-9.36,-11.8,114.0,260.0,534.0,17.0,34.0,100.0,3.0,6.24,17.06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HECBUO,3.3489,33.3792,59.5848,72.102,676.0,1092.0,1976.0,1976.0,12.0,16.0,108.0,216.0,240.0,1.5625,5.625,11.45,13.4,606.7743,1426.9232,2487.8816,3528.544,3112.0,7856.0,13686.0,16856.0,95.0,216.0,374.0,532.0,590.0,1612.0,2766.0,3540.0,41.2471,110.2208,188.5414,247.9484,-7.26,-10.6,-10.12,114.0,236.0,340.0,18.0,36.0,56.0,3.0,5.84,9.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
HECCEZ,3.3489,33.3792,59.5848,72.102,676.0,1092.0,1976.0,1976.0,12.0,16.0,108.0,216.0,240.0,1.5625,5.625,11.45,13.4,606.7743,1426.9232,2487.8816,3528.544,3112.0,7856.0,13686.0,16856.0,95.0,216.0,374.0,532.0,590.0,1612.0,2766.0,3540.0,41.2471,110.2208,188.5414,247.9484,-7.26,-10.6,-10.12,114.0,236.0,340.0,18.0,36.0,56.0,3.0,5.84,9.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HECCID,3.3489,33.3792,59.5848,72.102,676.0,1092.0,1976.0,1976.0,12.0,16.0,108.0,216.0,240.0,1.5625,5.625,11.45,13.4,606.7743,1426.9232,2487.8816,3528.544,3112.0,7856.0,13686.0,16856.0,95.0,216.0,374.0,532.0,590.0,1612.0,2766.0,3540.0,41.2471,110.2208,188.5414,247.9484,-7.26,-10.6,-10.12,114.0,236.0,340.0,18.0,36.0,56.0,3.0,5.84,9.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HECCOJ,3.3489,33.3792,59.5848,72.102,676.0,1092.0,1976.0,1976.0,12.0,16.0,108.0,216.0,240.0,1.5625,5.625,11.45,13.4,325.9399,797.4232,1511.7976,2131.488,1976.0,5248.0,9662.0,11800.0,51.0,120.0,222.0,316.0,342.0,972.0,1782.0,2316.0,22.6955,63.5232,116.2254,154.266,-7.26,-10.6,-10.12,114.0,236.0,340.0,18.0,36.0,56.0,3.0,5.84,9.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HECCOJ01,3.3489,33.3792,59.5848,72.102,676.0,1092.0,1976.0,1976.0,12.0,16.0,108.0,216.0,240.0,1.5625,5.625,11.45,13.4,325.9399,797.4232,1511.7976,2131.488,1976.0,5248.0,9662.0,11800.0,51.0,120.0,222.0,316.0,342.0,972.0,1782.0,2316.0,22.6955,63.5232,116.2254,154.266,-7.26,-10.6,-10.12,114.0,236.0,340.0,18.0,36.0,56.0,3.0,5.84,9.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HIXDOK,3.3489,33.3792,57.7914,75.1764,676.0,1092.0,1924.0,2288.0,12.0,16.0,108.0,216.0,264.0,1.5625,5.625,11.5,14.35,514.0699,1243.2228,2253.6872,3149.1172,2708.0,7116.0,12526.0,15824.0,83.0,192.0,342.0,484.0,534.0,1476.0,2574.0,3324.0,36.1963,98.8184,172.5334,226.7316,-7.26,-9.62,-11.8,114.0,238.0,328.0,18.0,36.0,52.0,3.0,5.8,8.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HIXDOK01,3.3489,33.3792,57.7914,75.1764,676.0,1092.0,1924.0,2288.0,12.0,16.0,108.0,216.0,264.0,1.5625,5.625,11.5,14.35,514.0699,1243.2228,2253.6872,3149.1172,2708.0,7116.0,12526.0,15824.0,83.0,192.0,342.0,484.0,534.0,1476.0,2574.0,3324.0,36.1963,98.8184,172.5334,226.7316,-7.26,-9.62,-11.8,114.0,238.0,328.0,18.0,36.0,52.0,3.0,5.8,8.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HIXFOK,3.3489,33.3792,55.998,90.3105,676.0,1092.0,1872.0,1716.0,12.0,21.0,108.0,234.0,252.0,1.5625,5.625,11.55,14.2125,681.5659,1540.6074,2959.836,4197.7902,2786.0,7152.0,11706.0,14496.0,116.0,246.0,474.0,690.0,720.0,1932.0,3012.0,3948.0,40.6252,110.349,188.0082,255.9942,-7.26,-8.64,-10.92,114.0,240.0,480.0,18.0,33.0,84.0,3.0,5.76,14.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIXFUQ,3.3489,33.3792,55.998,92.232,676.0,1092.0,1872.0,2106.0,12.0,21.0,108.0,234.0,306.0,1.5625,5.625,11.55,15.7125,730.1134,1646.9424,3159.675,4440.9312,2900.0,7440.0,12222.0,16110.0,125.0,264.0,510.0,726.0,774.0,2058.0,3192.0,4308.0,43.2253,117.3252,199.2486,274.5654,-7.26,-8.64,-11.97,114.0,240.0,465.0,18.0,33.0,75.0,3.0,5.76,13.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIXFUQ01,3.3489,33.3792,55.998,92.232,676.0,1092.0,1872.0,2106.0,12.0,21.0,108.0,234.0,306.0,1.5625,5.625,11.55,15.7125,730.1134,1646.9424,3159.675,4440.9312,2900.0,7440.0,12222.0,16110.0,125.0,264.0,510.0,726.0,774.0,2058.0,3192.0,4308.0,43.2253,117.3252,199.2486,274.5654,-7.26,-8.64,-11.97,114.0,240.0,465.0,18.0,33.0,75.0,3.0,5.76,13.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMPBFE,3.3489,33.3792,61.3782,91.4634,676.0,1092.0,2028.0,3068.0,12.0,20.0,108.0,216.0,408.0,1.5625,5.625,11.4,19.45,530.6063,1239.4368,2407.2768,3246.1548,2438.0,6452.0,11946.0,16960.0,89.0,196.0,378.0,484.0,574.0,1528.0,2610.0,3840.0,33.5681,93.1588,165.3906,233.5508,-7.26,-11.58,-13.38,114.0,234.0,402.0,18.0,36.0,52.0,3.0,5.88,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLSIN,3.3489,33.3792,55.998,93.8058,676.0,1092.0,1872.0,2132.0,12.0,22.0,108.0,240.0,204.0,1.5625,5.625,11.55,14.8,367.0163,843.9474,1639.9188,2488.8816,2444.0,5400.0,9430.0,12544.0,61.0,134.0,254.0,396.0,388.0,1092.0,1990.0,2732.0,25.9931,67.9682,121.2106,180.9176,-7.26,-8.64,-11.0,114.0,240.0,490.0,18.0,32.0,98.0,3.0,5.76,15.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLSOT,3.3489,33.3792,55.998,91.8294,676.0,1092.0,1872.0,1560.0,12.0,22.0,108.0,240.0,240.0,1.5625,5.625,11.55,14.375,436.4367,989.1954,1903.1224,2780.3448,2136.0,5532.0,9510.0,11664.0,75.0,162.0,302.0,448.0,464.0,1268.0,2194.0,2996.0,29.0979,78.241,135.0158,193.0176,-7.26,-8.64,-9.92,114.0,240.0,512.0,18.0,32.0,92.0,3.0,5.76,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLSUZ,3.3489,33.3792,55.998,93.8058,676.0,1092.0,1872.0,2132.0,12.0,22.0,108.0,240.0,204.0,1.5625,5.625,11.55,14.8,412.3863,940.8474,1784.2888,2704.0416,2592.0,5736.0,9734.0,12724.0,69.0,150.0,278.0,436.0,428.0,1196.0,2134.0,2900.0,28.9123,74.9906,130.4642,190.5376,-7.26,-8.64,-11.0,114.0,240.0,490.0,18.0,32.0,98.0,3.0,5.76,15.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLTAG,3.3489,33.3792,55.998,93.696,676.0,1092.0,1872.0,3068.0,12.0,22.0,108.0,240.0,204.0,1.5625,5.625,11.55,15.15,366.7085,843.6414,1639.554,2488.662,4244.0,5832.0,9934.0,14416.0,61.0,134.0,254.0,396.0,388.0,1092.0,1990.0,2732.0,26.6035,68.3994,121.6306,181.6176,-7.26,-8.64,-10.94,114.0,240.0,454.0,18.0,32.0,98.0,3.0,5.76,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLTEK,3.3489,33.3792,55.998,91.8294,676.0,1092.0,1872.0,1560.0,12.0,22.0,108.0,240.0,240.0,1.5625,5.625,11.55,14.375,436.4367,989.1954,1903.1224,2780.3448,2136.0,5532.0,9510.0,11664.0,75.0,162.0,302.0,448.0,464.0,1268.0,2194.0,2996.0,29.0979,78.241,135.0158,193.0176,-7.26,-8.64,-9.92,114.0,240.0,512.0,18.0,32.0,92.0,3.0,5.76,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLTOU,3.3489,33.3792,55.998,93.696,676.0,1092.0,1872.0,3068.0,12.0,22.0,108.0,240.0,204.0,1.5625,5.625,11.55,15.15,412.0785,940.5414,1783.924,2703.822,4392.0,6168.0,10238.0,14596.0,69.0,150.0,278.0,436.0,428.0,1196.0,2134.0,2900.0,29.5227,75.4218,130.8842,191.2376,-7.26,-8.64,-10.94,114.0,240.0,454.0,18.0,32.0,98.0,3.0,5.76,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLTUA,3.3489,33.3792,55.998,93.8058,676.0,1092.0,1872.0,2132.0,12.0,22.0,108.0,240.0,204.0,1.5625,5.625,11.55,14.8,412.3863,940.8474,1784.2888,2704.0416,2592.0,5736.0,9734.0,12724.0,69.0,150.0,278.0,436.0,428.0,1196.0,2134.0,2900.0,28.9123,74.9906,130.4642,190.5376,-7.26,-8.64,-11.0,114.0,240.0,490.0,18.0,32.0,98.0,3.0,5.76,15.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMXIT,3.3489,33.3792,59.5848,72.102,676.0,1092.0,1976.0,1976.0,12.0,16.0,108.0,216.0,240.0,1.5625,5.625,11.45,13.4,325.9399,797.4232,1511.7976,2131.488,1976.0,5248.0,9662.0,11800.0,51.0,120.0,222.0,316.0,342.0,972.0,1782.0,2316.0,22.6955,63.5232,116.2254,154.266,-7.26,-10.6,-10.12,114.0,236.0,340.0,18.0,36.0,56.0,3.0,5.84,9.28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMXIT01,3.3489,33.3792,59.5848,72.102,676.0,1092.0,1976.0,1976.0,12.0,16.0,108.0,216.0,240.0,1.5625,5.625,11.45,13.4,325.9399,797.4232,1511.7976,2131.488,1976.0,5248.0,9662.0,11800.0,51.0,120.0,222.0,316.0,342.0,972.0,1782.0,2316.0,22.6955,63.5232,116.2254,154.266,-7.26,-10.6,-10.12,114.0,236.0,340.0,18.0,36.0,56.0,3.0,5.84,9.28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMXIT02,3.3489,33.3792,59.5848,72.102,676.0,1092.0,1976.0,1976.0,12.0,16.0,108.0,216.0,240.0,1.5625,5.625,11.45,13.4,325.9399,797.4232,1511.7976,2131.488,1976.0,5248.0,9662.0,11800.0,51.0,120.0,222.0,316.0,342.0,972.0,1782.0,2316.0,22.6955,63.5232,116.2254,154.266,-7.26,-10.6,-10.12,114.0,236.0,340.0,18.0,36.0,56.0,3.0,5.84,9.28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOQFID,3.3489,33.3792,61.3782,91.4634,676.0,1092.0,2028.0,3068.0,12.0,20.0,108.0,216.0,408.0,1.5625,5.625,11.4,19.45,562.9713,1309.6128,2537.0208,3630.1788,2514.0,6624.0,12378.0,18256.0,95.0,208.0,402.0,556.0,610.0,1660.0,2922.0,4308.0,35.3015,97.9376,176.6634,260.0732,-7.26,-11.58,-13.38,114.0,234.0,402.0,18.0,36.0,52.0,3.0,5.88,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPZBFE,3.3489,33.3792,61.3782,87.6204,676.0,1092.0,2028.0,2288.0,12.0,20.0,108.0,216.0,300.0,1.5625,5.625,11.4,16.45,336.4163,814.0968,1607.9208,2279.0088,1982.0,5300.0,9882.0,12484.0,53.0,124.0,234.0,340.0,358.0,1024.0,1890.0,2544.0,23.1677,65.254,120.429,164.834,-7.26,-11.58,-11.28,114.0,234.0,432.0,18.0,36.0,70.0,3.0,5.88,11.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBIWUM,3.3489,33.3792,66.1545,64.233,676.0,1092.0,1560.0,1170.0,15.0,15.0,126.0,216.0,162.0,1.5625,5.625,11.4375,9.9375,292.0035,683.5854,1339.404,2117.538,1642.0,4320.0,7212.0,8010.0,49.0,108.0,210.0,336.0,318.0,912.0,1626.0,2136.0,18.8953,53.0184,96.8382,133.9428,-7.26,-8.7,-7.65,114.0,330.0,345.0,15.0,54.0,63.0,3.0,9.6,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
IBIXAT10,3.3489,33.3792,66.1545,64.233,676.0,1092.0,1560.0,1170.0,15.0,15.0,126.0,216.0,162.0,1.5625,5.625,11.4375,9.9375,292.0035,683.5854,1339.404,2117.538,1642.0,4320.0,7212.0,8010.0,49.0,108.0,210.0,336.0,318.0,912.0,1626.0,2136.0,18.8953,53.0184,96.8382,133.9428,-7.26,-8.7,-7.65,114.0,330.0,345.0,15.0,54.0,63.0,3.0,9.6,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IBIXAT14,3.3489,33.3792,66.1545,64.233,676.0,1092.0,1560.0,1170.0,15.0,15.0,126.0,216.0,162.0,1.5625,5.625,11.4375,9.9375,292.0035,683.5854,1339.404,2117.538,1642.0,4320.0,7212.0,8010.0,49.0,108.0,210.0,336.0,318.0,912.0,1626.0,2136.0,18.8953,53.0184,96.8382,133.9428,-7.26,-8.7,-7.65,114.0,330.0,345.0,15.0,54.0,63.0,3.0,9.6,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IBIXEX,3.3489,33.3792,66.1545,64.233,676.0,1092.0,1560.0,1170.0,15.0,15.0,126.0,216.0,162.0,1.5625,5.625,11.4375,9.9375,292.0035,683.5854,1339.404,2117.538,1642.0,4320.0,7212.0,8010.0,49.0,108.0,210.0,336.0,318.0,912.0,1626.0,2136.0,18.8953,53.0184,96.8382,133.9428,-7.26,-8.7,-7.65,114.0,330.0,345.0,15.0,54.0,63.0,3.0,9.6,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBIXIB,3.3489,33.3792,66.1545,64.233,676.0,1092.0,1560.0,1170.0,15.0,15.0,126.0,216.0,162.0,1.5625,5.625,11.4375,9.9375,292.0035,683.5854,1339.404,2117.538,1642.0,4320.0,7212.0,8010.0,49.0,108.0,210.0,336.0,318.0,912.0,1626.0,2136.0,18.8953,53.0184,96.8382,133.9428,-7.26,-8.7,-7.65,114.0,330.0,345.0,15.0,54.0,63.0,3.0,9.6,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGEDUU,3.3489,33.3792,59.5848,72.102,676.0,1092.0,1976.0,1976.0,12.0,16.0,108.0,216.0,240.0,1.5625,5.625,11.45,13.4,334.8823,808.1792,1552.4784,2185.3816,13208.0,7784.0,14758.0,18464.0,51.0,120.0,222.0,316.0,342.0,972.0,1782.0,2316.0,29.9879,69.804,128.6718,172.602,-7.26,-10.6,-10.12,114.0,236.0,340.0,18.0,36.0,56.0,3.0,5.84,9.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILACON,3.3489,33.3792,59.5848,72.102,676.0,1092.0,1976.0,1976.0,12.0,16.0,108.0,216.0,240.0,1.5625,5.625,11.45,13.4,325.9399,797.4232,1511.7976,2131.488,1976.0,5248.0,9662.0,11800.0,51.0,120.0,222.0,316.0,342.0,972.0,1782.0,2316.0,22.6955,63.5232,116.2254,154.266,-7.26,-10.6,-10.12,114.0,236.0,340.0,18.0,36.0,56.0,3.0,5.84,9.28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ILAWUP,3.3489,33.3792,57.7914,75.1764,676.0,1092.0,1924.0,2288.0,12.0,16.0,108.0,216.0,264.0,1.5625,5.625,11.5,14.35,537.7371,1286.1428,2301.4232,3242.8532,2836.0,7316.0,12886.0,16404.0,85.0,196.0,346.0,492.0,542.0,1496.0,2610.0,3388.0,37.2621,101.0076,175.8906,232.87,-7.26,-9.62,-11.8,114.0,238.0,328.0,18.0,36.0,52.0,3.0,5.8,8.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMAHIO,3.3489,33.3792,55.998,100.4853,676.0,1092.0,1872.0,2366.0,12.0,22.0,108.0,240.0,318.0,1.5625,5.625,11.55,16.575,455.2524,1071.9224,2119.7958,3059.3208,2176.0,5768.0,10134.0,13660.0,76.0,168.0,330.0,490.0,498.0,1384.0,2354.0,3228.0,28.398,79.6592,143.7642,202.6182,-7.26,-8.64,-14.65,114.0,240.0,481.0,18.0,32.0,79.0,3.0,5.76,14.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMAHIO01,3.3489,33.3792,55.998,100.4853,676.0,1092.0,1872.0,2366.0,12.0,22.0,108.0,240.0,318.0,1.5625,5.625,11.55,16.575,455.2524,1071.9224,2119.7958,3059.3208,2176.0,5768.0,10134.0,13660.0,76.0,168.0,330.0,490.0,498.0,1384.0,2354.0,3228.0,28.398,79.6592,143.7642,202.6182,-7.26,-8.64,-14.65,114.0,240.0,481.0,18.0,32.0,79.0,3.0,5.76,14.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IQIJAT,3.3489,33.3792,68.3322,86.5407,676.0,1092.0,1846.0,1586.0,15.0,20.0,126.0,246.0,228.0,1.5625,5.625,12.4125,13.225,406.7049,955.3558,1844.9718,2890.4414,2062.0,5404.0,9464.0,11646.0,67.0,148.0,286.0,456.0,434.0,1236.0,2202.0,3042.0,25.7979,71.5,129.8262,186.4812,-7.26,-9.89,-10.69,114.0,319.0,459.0,15.0,49.0,82.0,3.0,8.82,14.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IQIJAT02,3.3489,33.3792,68.3322,86.5407,676.0,1092.0,1846.0,1586.0,15.0,20.0,126.0,246.0,228.0,1.5625,5.625,12.4125,13.225,406.7049,955.3558,1844.9718,2890.4414,2062.0,5404.0,9464.0,11646.0,67.0,148.0,286.0,456.0,434.0,1236.0,2202.0,3042.0,25.7979,71.5,129.8262,186.4812,-7.26,-9.89,-10.69,114.0,319.0,459.0,15.0,49.0,82.0,3.0,8.82,14.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
