ccdc_id,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-2-all,mc-I-3-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,ion_1,ion_2,ion_3,ion_4,ion_5,ion_6,ion_7,ion_8,ion_9,ion_10,ion_11,ion_12,ion_13,ion_14,ion_15,ion_16,ion_17,ion_18,ion_19,ion_20,ion_21,ion_22,ion_23,ion_24,ion_25,ion_26,ion_27,ion_28,ion_29,ion_30,ion_31,solv_1,solv_2,solv_3,solv_4,solv_5,solv_6,solv_7,solv_8,solv_9,solv_10,solv_11,solv_12,solv_13,solv_14,solv_15,solv_16,solv_17,solv_18,solv_19,solv_20,solv_21
BUNSIN01,3.3489,33.3792,73.383,116.571,676.0,1092.0,2236.0,1508.0,16.0,28.0,132.0,324.0,252.0,1.5625,5.625,14.4,15.95,366.4135,877.6864,1858.73,3086.79,1796.0,4924.0,9610.0,11584.0,63.0,140.0,294.0,504.0,434.0,1296.0,2514.0,3696.0,22.6359,65.7364,129.5774,201.1912,-7.26,-10.82,-12.46,114.0,330.0,670.0,14.0,42.0,126.0,3.0,8.48,22.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CATWUS,3.3489,33.3792,55.998,80.154,676.0,1092.0,1872.0,2028.0,12.0,18.0,108.0,216.0,252.0,1.5625,5.625,11.55,14.325,396.0018,936.5634,1775.661,2555.64,2368.0,6072.0,10986.0,14388.0,61.0,144.0,264.0,384.0,408.0,1152.0,2088.0,2796.0,28.5661,77.8704,141.2952,195.1176,-7.26,-8.64,-10.86,114.0,240.0,390.0,18.0,36.0,66.0,3.0,5.76,11.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CECVUD,3.3489,33.3792,51.3315,74.3163,676.0,1092.0,1716.0,2132.0,11.0,17.0,102.0,204.0,186.0,1.5625,5.625,10.5875,12.9875,324.9713,748.1184,1433.0488,2130.9176,2366.0,5172.0,8744.0,11592.0,53.0,118.0,218.0,334.0,336.0,942.0,1692.0,2246.0,23.9859,62.2086,109.265,157.0638,-7.26,-7.92,-9.5,114.0,220.0,360.0,19.0,32.0,71.0,3.0,5.28,10.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CERDEJ01,3.3489,33.3792,61.3782,91.4634,676.0,1092.0,2028.0,3068.0,12.0,20.0,108.0,216.0,408.0,1.5625,5.625,11.4,19.45,550.2613,1297.8828,2442.4428,3429.0568,2650.0,6960.0,12678.0,18108.0,91.0,204.0,378.0,520.0,582.0,1584.0,2754.0,3960.0,36.5779,100.494,177.3714,249.7616,-7.26,-11.58,-13.38,114.0,234.0,402.0,18.0,36.0,52.0,3.0,5.88,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLJAO,3.3489,33.3792,55.998,83.3382,676.0,1092.0,1872.0,2860.0,12.0,18.0,108.0,216.0,264.0,1.5625,5.625,11.55,15.9,356.4595,856.2664,1596.1204,2281.6064,2536.0,5980.0,10630.0,14528.0,57.0,132.0,238.0,348.0,370.0,1032.0,1838.0,2516.0,26.2967,71.0956,126.1502,174.4964,-7.26,-8.64,-12.6,114.0,240.0,358.0,18.0,36.0,64.0,3.0,5.76,9.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
COMQUR,3.3489,33.3792,46.665,62.8788,676.0,1092.0,1560.0,2184.0,10.0,14.0,96.0,168.0,180.0,1.5625,5.625,9.625,12.1,552.1163,1257.4044,2147.0228,2952.9336,3314.0,7392.0,11430.0,14580.0,91.0,200.0,334.0,472.0,534.0,1408.0,2236.0,2744.0,41.0441,103.4652,165.3442,215.6524,-7.26,-7.2,-8.74,114.0,200.0,280.0,20.0,32.0,54.0,3.0,4.8,7.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMQUR01,3.3489,33.3792,46.665,62.8788,676.0,1092.0,1560.0,2184.0,10.0,14.0,96.0,168.0,180.0,1.5625,5.625,9.625,12.1,552.1163,1257.4044,2147.0228,2952.9336,3314.0,7392.0,11430.0,14580.0,91.0,200.0,334.0,472.0,534.0,1408.0,2236.0,2744.0,41.0441,103.4652,165.3442,215.6524,-7.26,-7.2,-8.74,114.0,200.0,280.0,20.0,32.0,54.0,3.0,4.8,7.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMRAY,3.3489,33.3792,59.5848,72.102,676.0,1092.0,1976.0,1976.0,12.0,16.0,108.0,216.0,240.0,1.5625,5.625,11.45,13.4,330.4111,803.4872,1543.0944,2164.2952,7592.0,6536.0,12262.0,14720.0,51.0,120.0,222.0,316.0,342.0,972.0,1782.0,2316.0,26.3417,66.6316,122.327,163.538,-7.26,-10.6,-10.12,114.0,236.0,340.0,18.0,36.0,56.0,3.0,5.84,9.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMREC,3.3489,33.3792,59.5848,72.102,676.0,1092.0,1976.0,1976.0,12.0,16.0,108.0,216.0,240.0,1.5625,5.625,11.45,13.4,466.3571,1113.5452,2021.0664,2832.9252,2544.0,6592.0,11758.0,14128.0,73.0,168.0,298.0,424.0,466.0,1292.0,2274.0,2920.0,31.9713,86.808,152.1722,200.5648,-7.26,-10.6,-10.12,114.0,236.0,340.0,18.0,36.0,56.0,3.0,5.84,9.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEDNOQ,3.3489,33.3792,59.5848,72.102,676.0,1092.0,1976.0,1976.0,12.0,16.0,108.0,216.0,240.0,1.5625,5.625,11.45,13.4,321.7381,786.3512,1507.4504,2081.0904,2000.0,5312.0,9774.0,11836.0,49.0,116.0,214.0,300.0,330.0,936.0,1726.0,2248.0,22.3609,62.1964,113.5206,150.59,-7.26,-10.6,-10.12,114.0,236.0,340.0,18.0,36.0,56.0,3.0,5.84,9.28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEVDUD,3.3489,33.3792,55.998,80.4834,676.0,1092.0,1872.0,3588.0,12.0,18.0,108.0,216.0,216.0,1.5625,5.625,11.55,16.2,273.8619,662.3874,1266.2484,1636.7358,3166.0,6288.0,10554.0,14388.0,43.0,102.0,186.0,246.0,288.0,810.0,1506.0,1926.0,23.4949,61.4694,109.5906,138.8022,-7.26,-8.64,-11.04,114.0,240.0,330.0,18.0,36.0,72.0,3.0,5.76,9.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIXLUR10,3.3489,33.3792,66.1545,64.233,676.0,1092.0,1560.0,1170.0,15.0,15.0,126.0,216.0,162.0,1.5625,5.625,11.4375,9.9375,292.0035,683.5854,1339.404,2117.538,1642.0,4320.0,7212.0,8010.0,49.0,108.0,210.0,336.0,318.0,912.0,1626.0,2136.0,18.8953,53.0184,96.8382,133.9428,-7.26,-8.7,-7.65,114.0,330.0,345.0,15.0,54.0,63.0,3.0,9.6,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DOMQED,3.3489,33.3792,55.998,75.1764,676.0,1092.0,1872.0,2288.0,12.0,16.0,108.0,216.0,264.0,1.5625,5.625,11.55,14.35,440.5367,1082.6044,2022.4364,2887.4632,2460.0,6556.0,11774.0,15452.0,71.0,168.0,306.0,444.0,474.0,1332.0,2394.0,3220.0,31.8783,88.436,158.8658,216.9404,-7.26,-8.64,-11.8,114.0,240.0,328.0,18.0,36.0,52.0,3.0,5.76,8.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
DOMQIH,3.3489,33.3792,55.998,75.1764,676.0,1092.0,1872.0,2288.0,12.0,16.0,108.0,216.0,252.0,1.5625,5.625,11.55,14.35,430.8567,1055.8524,1977.5564,2793.3912,2458.0,6528.0,11726.0,15352.0,69.0,164.0,298.0,428.0,462.0,1296.0,2322.0,3096.0,31.6045,87.326,156.5866,212.4116,-7.26,-8.64,-11.8,114.0,240.0,328.0,18.0,36.0,54.0,3.0,5.76,8.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DOMQON,3.3489,33.3792,55.998,76.4574,676.0,1092.0,1872.0,2548.0,12.0,16.0,108.0,216.0,300.0,1.5625,5.625,11.55,15.35,472.9017,1153.4944,2155.6624,3047.8212,2536.0,6748.0,12118.0,16388.0,77.0,180.0,330.0,468.0,510.0,1416.0,2514.0,3448.0,33.6117,93.0868,166.3594,228.7452,-7.26,-8.64,-12.5,114.0,240.0,318.0,18.0,36.0,46.0,3.0,5.76,7.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOMQUT,3.3489,33.3792,55.998,76.4574,676.0,1092.0,1872.0,2548.0,12.0,16.0,108.0,216.0,288.0,1.5625,5.625,11.55,15.35,463.2217,1126.7424,2110.7824,2953.7492,2534.0,6720.0,12070.0,16288.0,75.0,176.0,322.0,452.0,498.0,1380.0,2442.0,3324.0,33.3379,91.9768,164.0802,224.2164,-7.26,-8.64,-12.5,114.0,240.0,318.0,18.0,36.0,48.0,3.0,5.76,7.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOMQUT01,3.3489,33.3792,55.998,76.4574,676.0,1092.0,1872.0,2548.0,12.0,16.0,108.0,216.0,288.0,1.5625,5.625,11.55,15.35,463.2217,1126.7424,2110.7824,2953.7492,2534.0,6720.0,12070.0,16288.0,75.0,176.0,322.0,452.0,498.0,1380.0,2442.0,3324.0,33.3379,91.9768,164.0802,224.2164,-7.26,-8.64,-12.5,114.0,240.0,318.0,18.0,36.0,48.0,3.0,5.76,7.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOMQUT02,3.3489,33.3792,55.998,76.4574,676.0,1092.0,1872.0,2548.0,12.0,16.0,108.0,216.0,288.0,1.5625,5.625,11.55,15.35,463.2217,1126.7424,2110.7824,2953.7492,2534.0,6720.0,12070.0,16288.0,75.0,176.0,322.0,452.0,498.0,1380.0,2442.0,3324.0,33.3379,91.9768,164.0802,224.2164,-7.26,-8.64,-12.5,114.0,240.0,318.0,18.0,36.0,48.0,3.0,5.76,7.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOQRAC,3.3489,33.3792,55.998,98.5455,676.0,1092.0,1872.0,1014.0,12.0,24.0,108.0,252.0,198.0,1.5625,5.625,11.55,12.6,301.536,667.4364,1394.661,2058.663,1540.0,3984.0,7212.0,8250.0,52.0,108.0,222.0,330.0,330.0,912.0,1644.0,2280.0,17.938,49.3188,91.2342,140.6718,-7.26,-8.64,-9.93,114.0,240.0,585.0,18.0,30.0,111.0,3.0,5.76,19.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOQRAC01,3.3489,33.3792,55.998,98.5455,676.0,1092.0,1872.0,1014.0,12.0,24.0,108.0,252.0,198.0,1.5625,5.625,11.55,12.6,301.536,667.4364,1394.661,2058.663,1540.0,3984.0,7212.0,8250.0,52.0,108.0,222.0,330.0,330.0,912.0,1644.0,2280.0,17.938,49.3188,91.2342,140.6718,-7.26,-8.64,-9.93,114.0,240.0,585.0,18.0,30.0,111.0,3.0,5.76,19.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUCFOW,3.3489,33.3792,69.9975,112.545,676.0,1092.0,2340.0,1482.0,15.0,27.0,126.0,324.0,234.0,1.5625,5.625,14.4375,15.4875,360.0585,870.0084,1814.031,2916.18,1864.0,5100.0,10170.0,12054.0,61.0,138.0,282.0,468.0,420.0,1248.0,2472.0,3576.0,23.2741,67.0134,131.3406,201.2112,-7.26,-10.8,-12.09,114.0,300.0,645.0,15.0,36.0,123.0,3.0,7.2,21.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUKJAW,3.3489,33.3792,46.665,62.8788,676.0,1092.0,1560.0,2184.0,10.0,14.0,96.0,168.0,180.0,1.5625,5.625,9.625,12.1,481.1359,1127.4844,2008.1972,2731.0336,3166.0,7132.0,11586.0,15136.0,75.0,172.0,298.0,416.0,470.0,1272.0,2144.0,2732.0,35.9353,92.6248,155.6462,206.1612,-7.26,-7.2,-8.74,114.0,200.0,280.0,20.0,32.0,54.0,3.0,4.8,7.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUKJAW01,3.3489,33.3792,46.665,62.8788,676.0,1092.0,1560.0,2184.0,10.0,14.0,96.0,168.0,180.0,1.5625,5.625,9.625,12.1,481.1359,1127.4844,2008.1972,2731.0336,3166.0,7132.0,11586.0,15136.0,75.0,172.0,298.0,416.0,470.0,1272.0,2144.0,2732.0,35.9353,92.6248,155.6462,206.1612,-7.26,-7.2,-8.74,114.0,200.0,280.0,20.0,32.0,54.0,3.0,4.8,7.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUKJIE,3.3489,33.3792,46.665,62.8788,676.0,1092.0,1560.0,2184.0,10.0,14.0,96.0,168.0,180.0,1.5625,5.625,9.625,12.1,481.1359,1127.4844,2008.1972,2730.3476,3166.0,7132.0,11586.0,15116.0,75.0,172.0,298.0,416.0,470.0,1272.0,2144.0,2740.0,35.9353,92.6248,155.6462,206.1932,-7.26,-7.2,-8.74,114.0,200.0,280.0,20.0,32.0,54.0,3.0,4.8,7.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DULBUK,3.3489,33.3792,55.998,93.5496,676.0,1092.0,1872.0,4160.0,12.0,20.0,108.0,240.0,408.0,1.5625,5.625,11.55,20.5,464.4191,1096.5504,2201.0456,3133.8488,3112.0,6912.0,12806.0,19928.0,79.0,176.0,350.0,492.0,526.0,1460.0,2622.0,3660.0,32.0883,87.788,163.103,235.1004,-7.26,-8.64,-14.52,114.0,240.0,360.0,18.0,32.0,52.0,3.0,5.76,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DULBUK02,3.3489,33.3792,55.998,93.5496,676.0,1092.0,1872.0,4160.0,12.0,20.0,108.0,240.0,408.0,1.5625,5.625,11.55,20.5,464.4191,1096.5504,2201.0456,3133.8488,3112.0,6912.0,12806.0,19928.0,79.0,176.0,350.0,492.0,526.0,1460.0,2622.0,3660.0,32.0883,87.788,163.103,235.1004,-7.26,-8.64,-14.52,114.0,240.0,360.0,18.0,32.0,52.0,3.0,5.76,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DULCIZ,3.3489,33.3792,55.998,93.5496,676.0,1092.0,1872.0,4160.0,12.0,20.0,108.0,240.0,408.0,1.5625,5.625,11.55,20.5,464.4191,1096.5504,2201.0456,3133.8488,3112.0,6912.0,12806.0,19928.0,79.0,176.0,350.0,492.0,526.0,1460.0,2622.0,3660.0,32.0883,87.788,163.103,235.1004,-7.26,-8.64,-14.52,114.0,240.0,360.0,18.0,32.0,52.0,3.0,5.76,8.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DULCOF,3.3489,33.3792,55.998,93.5496,676.0,1092.0,1872.0,4160.0,12.0,20.0,108.0,240.0,408.0,1.5625,5.625,11.55,20.5,464.4191,1096.5504,2201.0456,3133.8488,3112.0,6912.0,12806.0,19928.0,79.0,176.0,350.0,492.0,526.0,1460.0,2622.0,3660.0,32.0883,87.788,163.103,235.1004,-7.26,-8.64,-14.52,114.0,240.0,360.0,18.0,32.0,52.0,3.0,5.76,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DULDAS,3.3489,33.3792,55.998,88.4256,676.0,1092.0,1872.0,3120.0,12.0,20.0,108.0,240.0,264.0,1.5625,5.625,11.55,16.5,334.9591,812.9904,1654.8416,2210.6488,2808.0,6144.0,11150.0,15016.0,55.0,128.0,254.0,348.0,382.0,1076.0,1926.0,2508.0,25.1547,69.1848,129.4806,170.238,-7.26,-8.64,-11.72,114.0,240.0,400.0,18.0,32.0,76.0,3.0,5.76,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DUSMAH,3.3489,33.3792,55.998,99.8448,676.0,1092.0,1872.0,3328.0,12.0,20.0,108.0,240.0,408.0,1.5625,5.625,11.55,19.05,485.1279,1131.6384,2287.3208,3219.9864,2344.0,6144.0,11462.0,16664.0,79.0,176.0,350.0,492.0,526.0,1460.0,2622.0,3660.0,30.0583,84.2152,156.0734,225.1012,-7.26,-8.64,-17.96,114.0,240.0,392.0,18.0,32.0,52.0,3.0,5.76,9.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUSMAH03,3.3489,33.3792,55.998,99.8448,676.0,1092.0,1872.0,3328.0,12.0,20.0,108.0,240.0,408.0,1.5625,5.625,11.55,19.05,485.1279,1131.6384,2287.3208,3219.9864,2344.0,6144.0,11462.0,16664.0,79.0,176.0,350.0,492.0,526.0,1460.0,2622.0,3660.0,30.0583,84.2152,156.0734,225.1012,-7.26,-8.64,-17.96,114.0,240.0,392.0,18.0,32.0,52.0,3.0,5.76,9.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUSMUB,3.3489,33.3792,55.998,99.8448,676.0,1092.0,1872.0,3328.0,12.0,20.0,108.0,240.0,408.0,1.5625,5.625,11.55,19.05,485.1279,1131.6384,2287.3208,3219.9864,2344.0,6144.0,11462.0,16664.0,79.0,176.0,350.0,492.0,526.0,1460.0,2622.0,3660.0,30.0583,84.2152,156.0734,225.1012,-7.26,-8.64,-17.96,114.0,240.0,392.0,18.0,32.0,52.0,3.0,5.76,9.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUWHIO,3.3489,33.3792,46.665,60.39,676.0,1092.0,1560.0,2314.0,10.0,13.0,96.0,168.0,186.0,1.5625,5.625,9.625,12.1125,297.0079,683.6684,1269.9902,1829.144,2338.0,5054.0,8286.0,11440.0,47.0,106.0,188.0,278.0,294.0,810.0,1402.0,1860.0,22.6781,58.1282,99.5712,139.1438,-7.26,-7.2,-9.21,114.0,200.0,249.0,20.0,32.0,47.0,3.0,4.8,6.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUWHIO03,3.3489,33.3792,46.665,60.39,676.0,1092.0,1560.0,2314.0,10.0,13.0,96.0,168.0,186.0,1.5625,5.625,9.625,12.1125,297.0079,683.6684,1269.9902,1829.144,2338.0,5054.0,8286.0,11440.0,47.0,106.0,188.0,278.0,294.0,810.0,1402.0,1860.0,22.6781,58.1282,99.5712,139.1438,-7.26,-7.2,-9.21,114.0,200.0,249.0,20.0,32.0,47.0,3.0,4.8,6.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBOTOG,3.3489,33.3792,51.3315,73.6758,676.0,1092.0,1716.0,2002.0,11.0,17.0,102.0,204.0,174.0,1.5625,5.625,10.5875,12.4875,289.2813,660.6534,1283.7858,1919.3736,2220.0,4788.0,8110.0,10574.0,47.0,104.0,194.0,300.0,298.0,840.0,1524.0,2016.0,21.3405,55.14,97.5154,141.1908,-7.26,-7.92,-9.15,114.0,220.0,365.0,19.0,32.0,73.0,3.0,5.28,11.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBOTOG01,3.3489,33.3792,51.3315,73.6758,676.0,1092.0,1716.0,2002.0,11.0,17.0,102.0,204.0,174.0,1.5625,5.625,10.5875,12.4875,289.2813,660.6534,1283.7858,1919.3736,2220.0,4788.0,8110.0,10574.0,47.0,104.0,194.0,300.0,298.0,840.0,1524.0,2016.0,21.3405,55.14,97.5154,141.1908,-7.26,-7.92,-9.15,114.0,220.0,365.0,19.0,32.0,73.0,3.0,5.28,11.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBOVAU,3.3489,33.3792,51.3315,73.6758,676.0,1092.0,1716.0,2002.0,11.0,17.0,102.0,204.0,174.0,1.5625,5.625,10.5875,12.4875,289.2813,660.6534,1283.7858,1919.3736,2220.0,4788.0,8110.0,10574.0,47.0,104.0,194.0,300.0,298.0,840.0,1524.0,2016.0,21.3405,55.14,97.5154,141.1908,-7.26,-7.92,-9.15,114.0,220.0,365.0,19.0,32.0,73.0,3.0,5.28,11.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBUQAU,3.3489,33.3792,55.998,93.0006,676.0,1092.0,1872.0,1794.0,12.0,21.0,108.0,234.0,252.0,1.5625,5.625,11.55,14.1375,328.9699,785.1354,1567.2246,2259.4818,1838.0,4890.0,8736.0,10800.0,53.0,120.0,234.0,354.0,354.0,1002.0,1806.0,2544.0,21.1453,59.808,110.565,157.5426,-7.26,-8.64,-12.39,114.0,240.0,477.0,18.0,33.0,84.0,3.0,5.76,14.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EBUQAU01,3.3489,33.3792,55.998,93.0006,676.0,1092.0,1872.0,1794.0,12.0,21.0,108.0,234.0,252.0,1.5625,5.625,11.55,14.1375,328.9699,785.1354,1567.2246,2259.4818,1838.0,4890.0,8736.0,10800.0,53.0,120.0,234.0,354.0,354.0,1002.0,1806.0,2544.0,21.1453,59.808,110.565,157.5426,-7.26,-8.64,-12.39,114.0,240.0,477.0,18.0,33.0,84.0,3.0,5.76,14.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
